number,code
96,"def prep_func(pattern):
    m = len(pattern)
    p = [0] * m
    j = 0
    for i in range(1, m):
        while j > 0 and pattern[i] != pattern[j]:
            j = p[j-1]
        if pattern[i] == pattern[j]:
            j += 1
        p[i] = j
    return p
if __name__ == ""__main__"":
    input_str = input()
    length = len(input_str)
    result = prep_func(input_str)
    print(*result)"
97,"def find_prefix(s):
    n = len(s)
    pi = [0] * n
    for i in range(1, n):
        j = pi[i-1]
        while j > 0 and s[i] != s[j]:
            j = pi[j-1]
        if s[i] == s[j]:
            j += 1
        pi[i] = j
    return pi
if __name__ == ""__main__"":
    input_text = input()
    text_len = len(input_text)
    pi_values = find_prefix(input_text)
    print(*pi_values)"
98,"def prefix(text_str):
    size = len(text_str)
    pi_arr = [0] * size
    k = 0
    for i in range(1, size):
        while k > 0 and text_str[i] != text_str[k]:
            k = pi_arr[k - 1]
        if text_str[i] == text_str[k]:
            k += 1
        pi_arr[i] = k
    return pi_arr
if __name__ == ""__main__"":
    data = input()
    result = prefix(data)
    print(*result)"
99,"def compute_pi_recursive(text, i, k, pi):
    if i == len(text):
        return pi
    while k > 0 and text[i] != text[k]:
        k = pi[k-1]
    if text[i] == text[k]:
        k += 1
    pi[i] = k
    return compute_pi_recursive(text, i+1, k, pi)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = [0] * n
    pi_result = compute_pi_recursive(input_string, 1, 0, pi_array)
    print(*pi_result)"
100,"def get_prefix_function(text_input):
    n_val = len(text_input)
    pi_arr = [0] * n_val
    length_pref = 0
    i_val = 1
    while i_val < n_val:
        if text_input[length_pref] == text_input[i_val]:
            length_pref += 1
            pi_arr[i_val] = length_pref
            i_val += 1
        else:
            if length_pref != 0:
                length_pref = pi_arr[length_pref - 1]
            else:
                pi_arr[i_val] = 0
                i_val += 1
    return pi_arr
if __name__ == ""__main__"":
    input_str = input()
    lengths = get_prefix_function(input_str)
    print(*lengths)"
101,"def compute_pi_array(text):
    m = len(text)
    pi = [0] * m
    k = 0
    for q in range(1, m):
        while k > 0 and text[k] != text[q]:
            k = pi[k-1]
        if text[k] == text[q]:
            k = k + 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = compute_pi_array(input_string)
    print(*pi_array)"
102,"class PrefixFunction:
    def __init__(self, pattern):
        self.pattern = pattern
        self.length = len(pattern)
        self.pi = self.calculate_pi()
    def calculate_pi(self):
        pi = [0] * self.length
        k = 0
        for i in range(1, self.length):
            while k > 0 and self.pattern[k] != self.pattern[i]:
                k = pi[k-1]
            if self.pattern[k] == self.pattern[i]:
                k += 1
            pi[i] = k
        return pi
if __name__ == ""__main__"":
    input_string = input()
    prefix_func = PrefixFunction(input_string)
    print(*prefix_func.pi)"
103,"def get_pi(seq):
    length = len(seq)
    pi_values = [0] * length
    k_val = 0
    i_val = 1
    while i_val < length:
        if seq[i_val] == seq[k_val]:
            k_val += 1
            pi_values[i_val] = k_val
            i_val += 1
        else:
            if k_val != 0:
                k_val = pi_values[k_val - 1]
            else:
                pi_values[i_val] = 0
                i_val += 1
    return pi_values
if __name__ == ""__main__"":
    input_string = input()
    pi_array = get_pi(input_string)
    print(*pi_array)"
104,"def prefix_function_recursive(text, i, k, pi):
    if i == len(text):
        return pi
    if text[i] == text[k]:
        k += 1
        pi[i] = k
        return prefix_function_recursive(text, i + 1, k, pi)
    else:
        if k > 0:
            k = pi[k - 1]
            return prefix_function_recursive(text, i, k, pi)
        else:
            pi[i] = 0
            return prefix_function_recursive(text, i + 1, k, pi)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = [0] * n
    pi_array = prefix_function_recursive(input_string, 1, 0, pi_array)
    print(*pi_array)"
105,"def calculate_pi_slicing(text):
    n = len(text)
    pi = [0] * n
    for i in range(1, n):
        j = pi[i-1]
        while j > 0 and text[i] != text[j]:
            j = pi[j-1]
        if text[i] == text[j]:
            j += 1
        pi[i] = j
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = calculate_pi_slicing(input_string)
    print(*pi_array)"
106,"def pi_table(s):
    n = len(s)
    p = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and s[i] != s[k]:
            k = p[k-1]
        if s[i] == s[k]:
            k += 1
        p[i] = k
    return p
if __name__ == ""__main__"":
    input_string = input()
    pi_array = pi_table(input_string)
    print(*pi_array)"
107,"def compute_prefix(data):
    length = len(data)
    pi_arr = [0] * length
    k = 0
    for i in range(1, length):
        while k > 0 and data[i] != data[k]:
            k = pi_arr[k - 1]
        if data[i] == data[k]:
            k += 1
        pi_arr[i] = k
    return pi_arr
if __name__ == ""__main__"":
    input_string = input()
    pi_array = compute_prefix(input_string)
    print(*pi_array)"
108,"def prefix_function_alt(text):
    n = len(text)
    pi = [0] * n
    k = 0
    i = 1
    while i < n:
        if text[i] == text[k]:
            k += 1
            pi[i] = k
            i += 1
        else:
            if k != 0:
                k = pi[k-1]
            else:
                pi[i] = 0
                i += 1
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_alt(input_string)
    print(*pi_array)"
109,"def get_pi_array(input_str):
    n = len(input_str)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and input_str[i] != input_str[k]:
            k = pi[k - 1]
        if input_str[i] == input_str[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = get_pi_array(input_string)
    print(*pi_array)"
110,"def calculate_pi_array_helper(text, index, k, pi_array):
    if index == len(text):
        return pi_array
    if text[index] == text[k]:
        k += 1
        pi_array[index] = k
        return calculate_pi_array_helper(text, index + 1, k, pi_array)
    else:
        if k > 0:
            k = pi_array[k - 1]
            return calculate_pi_array_helper(text, index, k, pi_array)
        else:
            pi_array[index] = 0
            return calculate_pi_array_helper(text, index + 1, k, pi_array)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = [0] * n
    pi_array = calculate_pi_array_helper(input_string, 1, 0, pi_array)
    print(*pi_array)"
111,"def compute_pi_array_v1(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for q in range(1, n):
        while k > 0 and text[k] != text[q]:
            k = pi[k-1]
        if text[k] == text[q]:
            k += 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = compute_pi_array_v1(input_string)
    print(*pi_array)"
112,"class PrefixFunctionV2:
    def __init__(self, pattern):
        self.pattern = pattern
        self.n = len(pattern)
        self.pi = self.calculate_pi()
    def calculate_pi(self):
        pi = [0] * self.n
        k = 0
        for i in range(1, self.n):
            while k > 0 and self.pattern[k] != self.pattern[i]:
                k = pi[k - 1]
            if self.pattern[k] == self.pattern[i]:
                k += 1
            pi[i] = k
        return pi
if __name__ == ""__main__"":
    input_string = input()
    prefix_function = PrefixFunctionV2(input_string)
    print(*prefix_function.pi)"
113,"def prefix_function_v3(sequence):
    length = len(sequence)
    pi_values = [0] * length
    k = 0
    i = 1
    while i < length:
        if sequence[i] == sequence[k]:
            k += 1
            pi_values[i] = k
            i += 1
        else:
            if k != 0:
                k = pi_values[k-1]
            else:
                pi_values[i] = 0
                i += 1
    return pi_values
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_v3(input_string)
    print(*pi_array)"
114,"def get_pi_v4(s):
    n = len(s)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and s[i] != s[k]:
            k = pi[k-1]
        if s[i] == s[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = get_pi_v4(input_string)
    print(*pi_array)"
115,"def compute_pi_recursive_v5(text, i, k, pi):
    if i == len(text):
        return pi
    if text[i] == text[k]:
        k += 1
        pi[i] = k
    else:
        if k > 0:
            k = pi[k-1]
            compute_pi_recursive_v5(text, i, k, pi)
        else:
            pi[i] = 0
    return compute_pi_recursive_v5(text, i+1, k, pi)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = [0] * n
    compute_pi_recursive_v5(input_string, 1, 0, pi_array)
    print(*pi_array)"
116,"def prefix_function_v6(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        k = max(0, k)
        while k > 0 and text[i] != text[k]:
            k = pi[k-1]
        if text[i] == text[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_v6(input_string)
    print(*pi_array)"
117,"def calculate_pi_v7(string):
    n = len(string)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and string[i] != string[k]:
            k = pi[k - 1]
        if string[i] == string[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = calculate_pi_v7(input_string)
    print(*pi_array)"
118,"def prefix_function_v8(s):
    n = len(s)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and s[i] != s[k]:
            k = pi[k-1]
        if s[i] == s[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_v8(input_string)
    print(' '.join(map(str, pi_array)))"
119,"def compute_pi_v9(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and text[i] != text[k]:
            k = pi[k-1]
        if text[i] == text[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = compute_pi_v9(input_string)
    for val in pi_array:
        print(val, end="" "")
    print()"
120,"def prefix_function_v10(pattern):
    n = len(pattern)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and pattern[i] != pattern[k]:
            k = pi[k-1]
        if pattern[i] == pattern[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_v10(input_string)
    print(*pi_array, sep=' ')"
121,"def compute_pi_array_1(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for q in range(1, n):
        while k > 0 and text[k] != text[q]:
            k = pi[k-1]
        if text[k] == text[q]:
            k += 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    pattern = input()
    pi_array = compute_pi_array_1(pattern)
    print(*pi_array)"
122,"class PrefixFunction2:
    def __init__(self, input_string):
        self.s = input_string
        self.length = len(input_string)
        self.pi = self.calculate_pi()
    def calculate_pi(self):
        pi = [0] * self.length
        k = 0
        for i in range(1, self.length):
            while k > 0 and self.s[k] != self.s[i]:
                k = pi[k - 1]
            if self.s[k] == self.s[i]:
                k += 1
            pi[i] = k
        return pi
if __name__ == ""__main__"":
    text = input()
    pf = PrefixFunction2(text)
    print(*pf.pi)"
123,"import sys
def pi_function_3(string):
    len_string = len(string)
    pi_values = [0] * len_string
    k_val = 0
    i_val = 1
    while i_val < len_string:
        if string[k_val] == string[i_val]:
            k_val += 1
            pi_values[i_val] = k_val
            i_val += 1
        else:
            if k_val != 0:
                k_val = pi_values[k_val - 1]
            else:
                pi_values[i_val] = 0
                i_val += 1
    return pi_values
if __name__ == ""__main__"":
    input_text = sys.stdin.readline().strip()
    pi_vals = pi_function_3(input_text)
    print(*pi_vals)"
124,"def prefix_function_4(data):
    n = len(data)
    p = [0] * n
    i = 1
    j = 0
    while i < n:
        if data[i] == data[j]:
            j += 1
            p[i] = j
            i += 1
        else:
            if j != 0:
                j = p[j-1]
            else:
                p[i] = 0
                i += 1
    return p
if __name__ == ""__main__"":
    s = input()
    pi = prefix_function_4(s)
    print(*pi)"
125,"def prefix_calc_5(inp_str):
  n_str = len(inp_str)
  pi_arr = [0] * n_str
  k_idx = 0
  for i_idx in range(1, n_str):
    while k_idx > 0 and inp_str[i_idx] != inp_str[k_idx]:
      k_idx = pi_arr[k_idx - 1]
    if inp_str[i_idx] == inp_str[k_idx]:
      k_idx += 1
    pi_arr[i_idx] = k_idx
  return pi_arr
if __name__ == ""__main__"":
  text_str = input()
  pi_vals = prefix_calc_5(text_str)
  print(*pi_vals)"
126,"def prefix_function_recursive_6(s, n, i, k, pi):
    if i == n:
        return pi
    if s[i] == s[k]:
        k += 1
        pi[i] = k
        return prefix_function_recursive_6(s, n, i + 1, k, pi)
    else:
        if k != 0:
            k = pi[k - 1]
            return prefix_function_recursive_6(s, n, i, k, pi)
        else:
            pi[i] = 0
            return prefix_function_recursive_6(s, n, i + 1, 0, pi)
if __name__ == ""__main__"":
    pattern = input()
    n = len(pattern)
    pi = [0] * n
    result = prefix_function_recursive_6(pattern, n, 1, 0, pi)
    print(*result)"
127,"def calculate_pi_7(input_string):
    length = len(input_string)
    pi = [0] * length
    index = 1
    match_length = 0
    while index < length:
        if input_string[index] == input_string[match_length]:
            match_length += 1
            pi[index] = match_length
            index += 1
        else:
            if match_length > 0:
                match_length = pi[match_length - 1]
            else:
                pi[index] = 0
                index += 1
    return pi
if __name__ == ""__main__"":
    text = input()
    pi_array = calculate_pi_7(text)
    print(*pi_array)"
128,"def get_prefix_function_8(phrase):
    size = len(phrase)
    pi_values = [0] * size
    current_length = 0
    i_index = 1
    while i_index < size:
        if phrase[i_index] == phrase[current_length]:
            current_length += 1
            pi_values[i_index] = current_length
            i_index += 1
        else:
            if current_length != 0:
                current_length = pi_values[current_length - 1]
            else:
                pi_values[i_index] = 0
                i_index += 1
    return pi_values
if __name__ == ""__main__"":
    utterance = input()
    prefix_info = get_prefix_function_8(utterance)
    print(*prefix_info)"
129,"def prefix_function_slicing_9(text):
    n = len(text)
    pi = [0] * n
    for i in range(1, n):
        j = pi[i-1]
        while j > 0 and text[i] != text[j]:
            j = pi[j-1]
        if text[i] == text[j]:
            j += 1
        pi[i] = j
    return pi
if __name__ == ""__main__"":
    phrase = input()
    pi_values = prefix_function_slicing_9(phrase)
    print(*pi_values)"
130,"def mask_function_10(string_in):
    length_in = len(string_in)
    mask_list = [0] * length_in
    k = 0;
    for i in range(1, length_in):
        while k > 0 and string_in[i] != string_in[k]:
            k = mask_list[k - 1]
        if string_in[i] == string_in[k]:
            k = k + 1
        mask_list[i] = k
    return mask_list
if __name__ == ""__main__"":
    input_word = input()
    result_mask = mask_function_10(input_word)
    print(*result_mask)"
131,"def compute_pi_array(text):
    m = len(text)
    pi = [0] * m
    k = 0
    for q in range(1, m):
        while k > 0 and text[k] != text[q]:
            k = pi[k-1]
        if text[k] == text[q]:
            k = k + 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = compute_pi_array(input_string)
    print(*pi_array)"
132,"class PrefixFunction:
    def __init__(self, pattern):
        self.pattern = pattern
        self.length = len(pattern)
        self.pi = self.calculate_pi()
    def calculate_pi(self):
        pi = [0] * self.length
        k = 0
        for i in range(1, self.length):
            while k > 0 and self.pattern[k] != self.pattern[i]:
                k = pi[k - 1]
            if self.pattern[k] == self.pattern[i]:
                k += 1
            pi[i] = k
        return pi
if __name__ == ""__main__"":
    input_string = input()
    prefix_func = PrefixFunction(input_string)
    print(*prefix_func.pi)"
133,"def get_pi(seq):
    size = len(seq)
    pi_val = [0] * size
    k_val = 0
    i_val = 1
    while i_val < size:
        if seq[i_val] == seq[k_val]:
            k_val += 1
            pi_val[i_val] = k_val
            i_val += 1
        else:
            if k_val != 0:
                k_val = pi_val[k_val - 1]
            else:
                pi_val[i_val] = 0
                i_val += 1
    return pi_val
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = get_pi(input_string)
    print(*pi_array)"
134,"def pi_recursive(text, i, k, pi):
    if i == len(text):
        return pi
    if text[i] == text[k]:
        pi[i] = k + 1
        return pi_recursive(text, i + 1, k + 1, pi)
    else:
        if k > 0:
            return pi_recursive(text, i, pi[k - 1], pi)
        else:
            pi[i] = 0
            return pi_recursive(text, i + 1, 0, pi)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = [0] * n
    pi_array = pi_recursive(input_string, 1, 0, pi_array)
    print(*pi_array)"
135,"def prefix_function_slice(text):
    n = len(text)
    pi = [0] * n
    for i in range(1, n):
        j = pi[i-1]
        while j > 0 and text[i] != text[j]:
            j = pi[j-1]
        if text[i] == text[j]:
            j += 1
        pi[i] = j
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_slice(input_string)
    print(*pi_array)"
136,"def calculate_pi_array(s):
    length = len(s)
    pi = [0] * length
    k = 0
    for i in range(1, length):
        while k > 0 and s[i] != s[k]:
            k = pi[k - 1]
        if s[i] == s[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = calculate_pi_array(input_string)
    print(*pi_array)"
137,"def compute_pi(pattern):
    m = len(pattern)
    pi = [0] * m
    k = 0
    for q in range(1, m):
        while k > 0 and pattern[k] != pattern[q]:
            k = pi[k-1]
        if pattern[k] == pattern[q]:
            k += 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = compute_pi(input_string)
    print(*pi_array)"
138,"def get_prefix_function(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and text[i] != text[k]:
            k = pi[k - 1]
        if text[i] == text[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = get_prefix_function(input_string)
    print(*pi_array)"
139,"def prefix_function_alt(text):
    n = len(text)
    pi = [0] * n
    k = 0
    i = 1
    while i < n:
        if text[i] == text[k]:
            k += 1
            pi[i] = k
            i += 1
        else:
            if k != 0:
                k = pi[k - 1]
            else:
                pi[i] = 0
                i += 1
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = prefix_function_alt(input_string)
    print(*pi_array)"
140,"def find_pi(s):
    n = len(s)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and s[i] != s[k]:
            k = pi[k - 1]
        if s[i] == s[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = find_pi(input_string)
    print(*pi_array)"
141,"def compute_pi_array(text):
    m = len(text)
    pi = [0] * m
    k = 0
    for q in range(1, m):
        while k > 0 and text[k] != text[q]:
            k = pi[k-1]
        if text[k] == text[q]:
            k = k + 1
        pi[q] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = compute_pi_array(input_string)
    print(*pi_array)"
142,"class PrefixFunction:
    def __init__(self, pattern):
        self.pattern = pattern
        self.length = len(pattern)
        self.pi = self.calculate_pi()
    def calculate_pi(self):
        pi = [0] * self.length
        k = 0
        for i in range(1, self.length):
            while k > 0 and self.pattern[k] != self.pattern[i]:
                k = pi[k-1]
            if self.pattern[k] == self.pattern[i]:
                k += 1
            pi[i] = k
        return pi
if __name__ == ""__main__"":
    input_string = input()
    prefix_func = PrefixFunction(input_string)
    print(*prefix_func.pi)"
143,"def get_pi(seq):
    size = len(seq)
    pi_val = [0] * size
    k_val = 0
    i_val = 1
    while i_val < size:
        if seq[i_val] == seq[k_val]:
            k_val += 1
            pi_val[i_val] = k_val
            i_val += 1
        else:
            if k_val != 0:
                k_val = pi_val[k_val - 1]
            else:
                pi_val[i_val] = 0
                i_val += 1
    return pi_val
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_array = get_pi(input_string)
    print(*pi_array)"
144,"def pi_function(s):
    n = len(s)
    pi = [0] * n
    k = 0
    i = 1
    while i < n:
        if s[i] == s[k]:
            k += 1
            pi[i] = k
            i += 1
        else:
            if k > 0:
                k = pi[k-1]
            else:
                pi[i] = 0
                i += 1
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_result = pi_function(input_string)
    print(*pi_result)"
145,"def prefix_array(text):
    length = len(text)
    pi = [0] * length
    k = 0
    for i in range(1, length):
        while k > 0 and text[i] != text[k]:
            k = pi[k - 1]
        if text[i] == text[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_values = prefix_array(input_string)
    print(*pi_values)"
146,"def calculate_prefix(string):
    n = len(string)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and string[i] != string[k]:
            k = pi[k-1]
        if string[i] == string[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    result = calculate_prefix(input_string)
    print(*result)"
147,"def compute_pi(s):
    n = len(s)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        k = max(0, k)
        while k > 0 and s[i] != s[k]:
            k = pi[k-1]
        if s[i] == s[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_array = compute_pi(input_string)
    print(*pi_array)"
148,"def prefix_function_recursive(text, i, k, pi):
    if i == len(text):
        return pi
    if text[i] == text[k]:
        k += 1
    else:
        if k > 0:
            k = pi[k-1]
        else:
            k = 0
    pi[i] = k
    return prefix_function_recursive(text, i + 1, k, pi)
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi = [0] * n
    pi_array = prefix_function_recursive(input_string, 1, 0, pi)
    print(*pi_array)"
149,"def get_pi_array(pattern):
    m = len(pattern)
    pi = [0] * m
    k = 0
    for i in range(1, m):
        while k > 0 and pattern[i] != pattern[k]:
            k = pi[k-1]
        if pattern[i] == pattern[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    n = len(input_string)
    pi_result = get_pi_array(input_string)
    print(*pi_result)"
150,"def calculate_pi_slice(text):
    n = len(text)
    pi = [0] * n
    k = 0
    for i in range(1, n):
        while k > 0 and text[i] != text[k]:
            k = pi[k-1]
        if text[i] == text[k]:
            k += 1
        pi[i] = k
    return pi
if __name__ == ""__main__"":
    input_string = input()
    pi_values = calculate_pi_slice(input_string)
    print(*pi_values)"
