number,code
76,"text_str = input()
text_len = len(text_str)
z_array_result = [0] * text_len
left_end = 0
right_end = 0
for i in range(1, text_len):
    if i > right_end:
        left_end = i
        right_end = i
        while right_end < text_len and text_str[right_end - left_end] == text_str[right_end]:
            right_end += 1
        z_array_result[i] = right_end - left_end
        right_end -= 1
    else:
        k_val = i - left_end
        if z_array_result[k_val] < right_end - i + 1:
            z_array_result[i] = z_array_result[k_val]
        else:
            left_end = i
            while right_end < text_len and text_str[right_end - left_end] == text_str[right_end]:
                right_end += 1
            z_array_result[i] = right_end - left_end
            right_end -= 1
print(*z_array_result)"
77,"st = input()
n_val = len(st)
z_list = [0] * n_val
l_pt = 0
r_pt = 0
for k in range(1, n_val):
    if k > r_pt:
        l_pt = r_pt = k
        while r_pt < n_val and st[r_pt - l_pt] == st[r_pt]:
            r_pt += 1
        z_list[k] = r_pt - l_pt
        r_pt -= 1
    else:
        k_idx = k - l_pt
        if z_list[k_idx] < r_pt - k + 1:
            z_list[k] = z_list[k_idx]
        else:
            l_pt = k
            while r_pt < n_val and st[r_pt - l_pt] == st[r_pt]:
                r_pt += 1
            z_list[k] = r_pt - l_pt
            r_pt -= 1
print(*z_list)"
78,"val = input()
strlen = len(val)
zarr = [0] * strlen
def calculate_z(s, n):
    l = 0
    r = 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and s[r - l] == s[r]:
                r += 1
            zarr[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if zarr[k1] < r - k + 1:
                zarr[k] = zarr[k1]
            else:
                l = k
                while r < n and s[r - l] == s[r]:
                    r += 1
                zarr[k] = r - l
                r -= 1
    return zarr
result = calculate_z(val, strlen)
print(*result)"
79,"data = input()
data_len = len(data)
z_output = [0] * data_len
left_index = 0
right_index = 0
for i in range(1, data_len):
    if i > right_index:
        left_index = right_index = i
        while right_index < data_len and data[right_index - left_index] == data[right_index]:
            right_index += 1
        z_output[i] = right_index - left_index
        right_index -= 1
    else:
        k = i - left_index
        if z_output[k] < right_index - i + 1:
            z_output[i] = z_output[k]
        else:
            left_index = i
            while right_index < data_len and data[right_index - left_index] == data[right_index]:
                right_index += 1
            z_output[i] = right_index - left_index
            right_index -= 1
print(*z_output)"
80,"input_string = input()
input_length = len(input_string)
z_table = [0] * input_length
l = 0
r = 0
for i in range(1, input_length):
    if i > r:
        l = r = i
        while r < input_length and input_string[r - l] == input_string[r]:
            r += 1
        z_table[i] = r - l
        r -= 1
    else:
        k = i - l
        if z_table[k] < r - i + 1:
            z_table[i] = z_table[k]
        else:
            l = i
            while r < input_length and input_string[r - l] == input_string[r]:
                r += 1
            z_table[i] = r - l
            r -= 1
print(*z_table)"
81,"def z_function_one(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_one(input_string)
print(*z_array)"
82,"def z_function_two(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_two(str_input)
print(' '.join(map(str, z_result)))"
83,"def z_function_three(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
        i += 1
    return z
text = input()
n = len(text)
z_array = z_function_three(text)
print(*z_array, sep=' ')"
84,"def z_function_four(string):
    length = len(string)
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z_arr[k1] < right_pos - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                left_pos = k
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[k] = right_pos - left_pos
                right_pos -= 1
    return z_arr
str_in = input()
n = len(str_in)
z_values = z_function_four(str_in)
print(*z_values)"
85,"def z_function_five(input_str):
    n = len(input_str)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and input_str[z[i]] == input_str[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
s = input()
n = len(s)
z_array = z_function_five(s)
print(*z_array)"
86,"def z_function_six(text_input):
    n = len(text_input)
    z_values = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and text_input[r - l] == text_input[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        else:
            k = i - l
            if z_values[k] < r - i + 1:
                z_values[i] = z_values[k]
            else:
                l = i
                while r < n and text_input[r - l] == text_input[r]:
                    r += 1
                z_values[i] = r - l
                r -= 1
    return z_values
string = input()
n = len(string)
z_result = z_function_six(string)
print(' '.join(map(str, z_result)))"
87,"def z_function_seven(pattern_str):
    n = len(pattern_str)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern_str[r - l] == pattern_str[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern_str[r - l] == pattern_str[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_str = input()
n = len(input_str)
z_array = z_function_seven(input_str)
print(*z_array)"
88,"def z_function_eight(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
n = len(text)
z_array = z_function_eight(text)
print(*z_array, sep=' ')"
89,"def z_function_nine(string):
    n = len(string)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and string[r - l] == string[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and string[r - l] == string[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_nine(input_string)
print(*z_array)"
90,"def z_function_ten(str_):
    length = len(str_)
    z_arr = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and str_[right - left] == str_[right]:
                right += 1
            z_arr[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_arr[k] < right - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left = i
                while right < length and str_[right - left] == str_[right]:
                    right += 1
                z_arr[i] = right - left
                right -= 1
    return z_arr
input_str = input()
n = len(input_str)
z_values = z_function_ten(input_str)
print(*z_values)"
91,"def z_array_calc(pattern):
    n = len(pattern)
    z = [0] * n
    left = 0
    right = 0
    for k in range(1, n):
        if k > right:
            left = right = k
            while right < n and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < n and pattern[right - left] == pattern[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z
input_string = input()
n = len(input_string)
z_arr = z_array_calc(input_string)
print(*z_arr)"
92,"def compute_z(string):
    length = len(string)
    z_vals = [0] * length
    l, r = 0, 0
    i = 1
    while i < length:
        if i <= r:
            z_vals[i] = min(r - i + 1, z_vals[i - l])
        while i + z_vals[i] < length and string[z_vals[i]] == string[i + z_vals[i]]:
            z_vals[i] += 1
        if i + z_vals[i] - 1 > r:
            l = i
            r = i + z_vals[i] - 1
        i += 1
    return z_vals
text = input()
n = len(text)
z = compute_z(text)
print(*z)"
93,"def zfunction(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
str_input = input()
n = len(str_input)
z_array = zfunction(str_input)
print(*z_array)"
94,"def calculate_z(text_in):
    n = len(text_in)
    z_val = [0] * n
    left_boundary = 0
    right_boundary = 0
    for k in range(1,n):
        if k > right_boundary:
            left_boundary = right_boundary = k
            while right_boundary < n and text_in[right_boundary - left_boundary] == text_in[right_boundary]:
                right_boundary += 1
            z_val[k] = right_boundary - left_boundary
            right_boundary -= 1
        else:
            k_diff = k - left_boundary
            if z_val[k_diff] < right_boundary - k + 1:
                z_val[k] = z_val[k_diff]
            else:
                left_boundary = k
                while right_boundary < n and text_in[right_boundary - left_boundary] == text_in[right_boundary]:
                    right_boundary += 1
                z_val[k] = right_boundary - left_boundary
                right_boundary -= 1
    return z_val
input_str = input()
n = len(input_str)
z_result = calculate_z(input_str)
print(*z_result)"
95,"def get_z_array(string_val):
    n = len(string_val)
    z_arr = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i <= r:
            z_arr[i] = min(r - i + 1, z_arr[i - l])
        while i + z_arr[i] < n and string_val[z_arr[i]] == string_val[i + z_arr[i]]:
            z_arr[i] += 1
        if i + z_arr[i] - 1 > r:
            l = i
            r = i + z_arr[i] - 1
        i += 1
    return z_arr
s = input()
n = len(s)
z = get_z_array(s)
print(*z)"
96,"def z_func(txt):
    n = len(txt)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        while i + z[i] < n and txt[z[i]] == txt[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
string_input = input()
n = len(string_input)
z_array = z_func(string_input)
print(*z_array)"
97,"def build_z(seq):
    n = len(seq)
    z = [0] * n
    leftmost = 0
    rightmost = 0
    for i in range(1, n):
        if i > rightmost:
            leftmost = rightmost = i
            k = 0
            while rightmost < n and seq[k] == seq[rightmost]:
                k += 1
                rightmost += 1
            z[i] = k
            rightmost -= 1
        else:
            k = i - leftmost
            if z[k] < rightmost - i + 1:
                z[i] = z[k]
            else:
                leftmost = i
                k = 0
                while rightmost < n and seq[k] == seq[rightmost]:
                    k += 1
                    rightmost += 1
                z[i] = k
                rightmost -= 1
    return z
phrase = input()
n = len(phrase)
z_output = build_z(phrase)
print(*z_output)"
98,"def z_algorithm(text_data):
    n = len(text_data)
    z_values = [0] * n
    left_pos = 0
    right_pos = 0
    for i in range(1, n):
        if i <= right_pos:
            z_values[i] = min(right_pos - i + 1, z_values[i - left_pos])
        while i + z_values[i] < n and text_data[z_values[i]] == text_data[i + z_values[i]]:
            z_values[i] += 1
        if i + z_values[i] - 1 > right_pos:
            left_pos = i
            right_pos = i + z_values[i] - 1
    return z_values
word = input()
n = len(word)
result_z = z_algorithm(word)
print(*result_z)"
99,"def create_z(input_str):
    n = len(input_str)
    z_arr = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and input_str[r - l] == input_str[r]:
                r += 1
            z_arr[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z_arr[k1] < r - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                l = k
                while r < n and input_str[r - l] == input_str[r]:
                    r += 1
                z_arr[k] = r - l
                r -= 1
    return z_arr
string = input()
n = len(string)
z_values = create_z(string)
print(*z_values)"
100,"def z_func_recursive(string, idx, l, r, z_array):
    n = len(string)
    if idx == n:
        return z_array
    if idx <= r:
        z_array[idx] = min(r - idx + 1, z_array[idx - l])
    else:
        l_temp, r_temp = idx, idx
        while r_temp < n and string[r_temp - l_temp] == string[r_temp]:
            r_temp += 1
        z_array[idx] = r_temp - l_temp
        l = idx
        r = r_temp - 1
    return z_func_recursive(string, idx + 1, l, r, z_array)
input_text = input()
n = len(input_text)
z = [0] * n
z_result = z_func_recursive(input_text, 1, 0, 0, z)
print(*z_result)"
101,"def z_function_v1(pattern, length):
    z = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < length and pattern[right - left] == pattern[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_v1(input_string, n)
print(*z_array)"
102,"def z_function_v2(text, size):
    z_values = [0] * size
    l, r = 0, 0
    i = 1
    while i < size:
        if i <= r:
            z_values[i] = min(r - i + 1, z_values[i - l])
        else:
            l, r = i, i
            while r < size and text[r - l] == text[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        i += 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_v2(str_input, n)
print(' '.join(map(str, z_result)))"
103,"def z_function_v3(s, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
length = len(text)
z_array = z_function_v3(text, length)
print(*z_array, sep=' ')"
104,"def z_function_v4(string, length):
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for i in range(1, length):
        if i > right_pos:
            left_pos = right_pos = i
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[i] = right_pos - left_pos
            right_pos -= 1
        else:
            k = i - left_pos
            if z_arr[k] < right_pos - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left_pos = i
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[i] = right_pos - left_pos
                right_pos -= 1
    return z_arr
input_str = input()
n = len(input_str)
z_values = z_function_v4(input_str, n)
print(*z_values)"
105,"def z_function_v5(data, size):
    z_values = [0] * size
    l, r = 0, 0
    for i in range(1, size):
        if i > r:
            l = r = i
            while r < size and data[r - l] == data[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        else:
            k = i - l
            if z_values[k] < r - i + 1:
                z_values[i] = z_values[k]
            else:
                l = i
                while r < size and data[r - l] == data[r]:
                    r += 1
                z_values[i] = r - l
                r -= 1
    return z_values
s = input()
n = len(s)
z_array = z_function_v5(s, n)
print(*z_array)"
106,"def z_function_v6(text, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        else:
            l = r = i
            while r < n and text[r - l] == text[r]:
                r += 1
            z[i] = r - l
            r -= 1
    return z
str_input = input()
length = len(str_input)
z_result = z_function_v6(str_input, length)
print(*z_result)"
107,"def z_function_v7(pattern, length):
    z = [0] * length
    left = 0
    right = 0
    i = 1
    while i < length:
        if i > right:
            left = right = i
            while right < length and pattern[right - left] == pattern[right]:
                right += 1
            z[i] = right - left
            right -= 1
        else:
            k = i - left
            if z[k] < right - i + 1:
                z[i] = z[k]
            else:
                left = i
                while right < length and pattern[right - left] == pattern[right]:
                    right += 1
                z[i] = right - left
                right -= 1
        i += 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_v7(input_string, n)
print(' '.join(map(str, z_array)))"
108,"def z_function_v8(s, n):
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
text = input()
length = len(text)
z_array = z_function_v8(text, length)
print(*z_array, sep=',')"
109,"def z_function_v9(string, size):
    z_values = [0] * size
    left = 0
    right = 0
    for i in range(1, size):
        if i > right:
            left = right = i
            while right < size and string[right - left] == string[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < size and string[right - left] == string[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
input_str = input()
n = len(input_str)
z_result = z_function_v9(input_str, n)
print(*z_result)"
110,"def z_function_v10(data, length):
    z = [0] * length
    l = 0
    r = 0
    for k in range(1, length):
        if k > r:
            l = r = k
            while r < length and data[r - l] == data[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < length and data[r - l] == data[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
s = input()
n = len(s)
z_array = z_function_v10(s, n)
print(*z_array)"
111,"def z_function_one(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_one(input_string)
print(*z_array)"
112,"def z_function_two(text):
    length = len(text)
    z_values = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            while right < length and text[right - left] == text[right]:
                right += 1
            z_values[i] = right - left
            right -= 1
        else:
            k = i - left
            if z_values[k] < right - i + 1:
                z_values[i] = z_values[k]
            else:
                left = i
                while right < length and text[right - left] == text[right]:
                    right += 1
                z_values[i] = right - left
                right -= 1
    return z_values
str_input = input()
n = len(str_input)
z_result = z_function_two(str_input)
print(' '.join(map(str, z_result)))"
113,"def z_function_three(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    i = 1
    while i < n:
        if i > r:
            l = r = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and s[r - l] == s[r]:
                    r += 1
                z[i] = r - l
                r -= 1
        i += 1
    return z
text = input()
n = len(text)
z_array = z_function_three(text)
print(*z_array, sep=' ')"
114,"def z_function_four(string):
    length = len(string)
    z_arr = [0] * length
    left_pos = 0
    right_pos = 0
    for k in range(1, length):
        if k > right_pos:
            left_pos = right_pos = k
            while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                right_pos += 1
            z_arr[k] = right_pos - left_pos
            right_pos -= 1
        else:
            k1 = k - left_pos
            if z_arr[k1] < right_pos - k + 1:
                z_arr[k] = z_arr[k1]
            else:
                left_pos = k
                while right_pos < length and string[right_pos - left_pos] == string[right_pos]:
                    right_pos += 1
                z_arr[k] = right_pos - left_pos
                right_pos -= 1
    return z_arr
str_in = input()
n = len(str_in)
z_values = z_function_four(str_in)
print(*z_values)"
115,"def z_function_five(s):
    n = len(s)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
input_str = input()
n = len(input_str)
z_array = z_function_five(input_str)
print(*z_array)"
116,"def z_function_six(text):
    n = len(text)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and text[r - l] == text[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and text[r - l] == text[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
string = input()
n = len(string)
z_result = z_function_six(string)
print(' '.join(map(str, z_result)))"
117,"def z_function_seven(pattern):
    n = len(pattern)
    z = [0] * n
    l, r = 0, 0
    for k in range(1, n):
        if k > r:
            l = r = k
            while r < n and pattern[r - l] == pattern[r]:
                r += 1
            z[k] = r - l
            r -= 1
        else:
            k1 = k - l
            if z[k1] < r - k + 1:
                z[k] = z[k1]
            else:
                l = k
                while r < n and pattern[r - l] == pattern[r]:
                    r += 1
                z[k] = r - l
                r -= 1
    return z
input_str = input()
n = len(input_str)
z_array = z_function_seven(input_str)
print(*z_array)"
118,"def z_function_eight(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
text_input = input()
n = len(text_input)
z_values = z_function_eight(text_input)
print(*z_values)"
119,"def z_function_nine(string):
    n = len(string)
    z = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            while r < n and string[r - l] == string[r]:
                r += 1
            z[i] = r - l
            r -= 1
        else:
            k = i - l
            if z[k] < r - i + 1:
                z[i] = z[k]
            else:
                l = i
                while r < n and string[r - l] == string[r]:
                    r += 1
                z[i] = r - l
                r -= 1
    return z
str_in = input()
n = len(str_in)
z_result = z_function_nine(str_in)
print(*z_result)"
120,"def z_function_ten(s):
    n = len(s)
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        while i + z[i] < n and s[z[i]] == s[i + z[i]]:
            z[i] += 1
        if i + z[i] - 1 > r:
            l = i
            r = i + z[i] - 1
    return z
input_string = input()
n = len(input_string)
z_array = z_function_ten(input_string)
print(*z_array, sep=' ')"
121,"def z_function_v1(pattern, length):
    z = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                left = k
                while right < length and pattern[right - left] == pattern[right]:
                    right += 1
                z[k] = right - left
                right -= 1
    return z
string_input = input()
n = len(string_input)
z_array = z_function_v1(string_input, n)
print(*z_array)"
122,"def z_function_v2(str_input, n):
    z_values = [0] * n
    l, r = 0, 0
    i = 1
    while i < n:
        if i <= r:
            z_values[i] = min(r - i + 1, z_values[i - l])
        else:
            l = r = i
            while r < n and str_input[r - l] == str_input[r]:
                r += 1
            z_values[i] = r - l
            r -= 1
        i += 1
    return z_values
input_string = input()
len_string = len(input_string)
z_result = z_function_v2(input_string, len_string)
print(*z_result)"
123,"def z_function_v3(text, size):
    z_arr = [0] * size
    l = 0
    r = 0
    for i in range(1, size):
        if i > r:
            l = r = i
            k = 0
            while l + k < size and text[k] == text[l + k]:
                k += 1
            z_arr[i] = k
            r = l + k - 1
        else:
            k = i - l
            if z_arr[k] < r - i + 1:
                z_arr[i] = z_arr[k]
            else:
                l = i
                k = r - i + 1
                while l + k < size and text[k] == text[l + k]:
                    k += 1
                z_arr[i] = k
                r = l + k - 1
    return z_arr
s = input()
length = len(s)
z = z_function_v3(s, length)
print(*z)"
124,"def z_function_v4(pattern, n):
    z = [0] * n
    left = 0
    right = 0
    for k in range(1, n):
        if k > right:
            left = right = k
            while right < n and pattern[right - left] == pattern[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                l = k
                r = right
                while r < n and pattern[r - l] == pattern[r]:
                  r += 1
                z[k] = r - l
                right = r - 1
    return z
input_string = input()
string_len = len(input_string)
result = z_function_v4(input_string, string_len)
print(*result)"
125,"def z_function_v5(s, size):
    z_values = [0] * size
    l = 0
    r = 0
    for i in range(1, size):
        if i <= r:
            z_values[i] = min(r - i + 1, z_values[i - l])
        else:
            l = r = i
            k = 0
            while l + k < size and s[k] == s[l + k]:
                k += 1
            z_values[i] = k
            r = l + k - 1
    return z_values
input_str = input()
str_len = len(input_str)
z_array = z_function_v5(input_str, str_len)
print(*z_array)"
126,"def z_function_v6(test_str, n):
    z_arr = [0] * n
    l, r = 0, 0
    for i in range(1, n):
        if i > r:
            l = r = i
            k = 0
            while l + k < n and test_str[k] == test_str[l + k]:
                k += 1
            z_arr[i] = k
            r = l + k - 1
        else:
            k = i - l
            if z_arr[k] < r - i + 1:
                z_arr[i] = z_arr[k]
            else:
                l = i
                k = r - i + 1
                while l + k < n and test_str[k] == test_str[l + k]:
                    k += 1
                z_arr[i] = k
                r = l + k - 1
    return z_arr
str_in = input()
len_str = len(str_in)
z_result = z_function_v6(str_in, len_str)
print(*z_result)"
127,"def z_function_v7(input_str, length):
    z = [0] * length
    left = 0
    right = 0
    for k in range(1, length):
        if k > right:
            left = right = k
            while right < length and input_str[right - left] == input_str[right]:
                right += 1
            z[k] = right - left
            right -= 1
        else:
            k1 = k - left
            if z[k1] < right - k + 1:
                z[k] = z[k1]
            else:
                l = k
                r = right
                while r < length and input_str[r - l] == input_str[r]:
                    r += 1
                z[k] = r - l
                right = r - 1
    return z
s = input()
n = len(s)
z_array = z_function_v7(s, n)
print(*z_array)"
128,"def z_function_v8(text, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            z[i] = min(r - i + 1, z[i - l])
        else:
            l = r = i
            k = 0
            while l + k < n and text[k] == text[l + k]:
                k += 1
            z[i] = k
            r = l + k - 1
    return z
input_string = input()
str_len = len(input_string)
print(*z_function_v8(input_string, str_len))"
129,"def z_function_v9(s, n):
    z = [0] * n
    l = 0
    r = 0
    for i in range(1, n):
        if i <= r:
            k = i - l
            z[i] = min(r - i + 1, z[k])
        else:
            l = i
            while r < n and s[r - l] == s[r]:
                r += 1
            z[i] = r - l
            r -= 1
    return z
str_input = input()
len_str = len(str_input)
z_result = z_function_v9(str_input, len_str)
print(*z_result)"
130,"def z_function_v10(string, length):
    z_arr = [0] * length
    left = 0
    right = 0
    for i in range(1, length):
        if i > right:
            left = right = i
            k = 0
            while left + k < length and string[k] == string[left + k]:
                k += 1
            z_arr[i] = k
            right = left + k - 1
        else:
            k = i - left
            if z_arr[k] < right - i + 1:
                z_arr[i] = z_arr[k]
            else:
                left = i
                k = right - i + 1
                while left + k < length and string[k] == string[left + k]:
                    k += 1
                z_arr[i] = k
                right = left + k - 1
    return z_arr
input_text = input()
text_length = len(input_text)
z_values = z_function_v10(input_text, text_length)
print(*z_values)"
