number,code
59,"def dijkstra_empty_graph(graph, start):
    if not graph:
        return {}
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
60,"def dijkstra_start_not_in_graph(graph, start):
    if start not in graph:
        return {start: float('inf')}
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[neighbor] > dist + weight:
                distances[neighbor] = dist + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
61,"import heapq
def dijkstra(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v, weight in graph[u].items():
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heapq.heappush(pq, (distances[v], v))
    return distances"
62,"import heapq
def dijkstra_matrix(matrix, start):
    n = len(matrix)
    distances = [float('inf')] * n
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v in range(n):
            if matrix[u][v] != 0:
                if distances[v] > distances[u] + matrix[u][v]:
                    distances[v] = distances[u] + matrix[u][v]
                    heapq.heappush(pq, (distances[v], v))
    return distances"
63,"def dijkstra_manual_heap(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    heap = []
    for item in pq:
        heap.append(item)
        i = len(heap) - 1
        while i > 0 and heap[i][0] < heap[(i - 1) // 2][0]:
            heap[i], heap[(i - 1) // 2] = heap[(i - 1) // 2], heap[i]
            i = (i - 1) // 2
    while heap:
        dist, u = heap[0]
        heap[0] = heap[-1]
        heap.pop()
        heapify(heap, 0)
        if dist > distances[u]:
            continue
        for v, weight in graph[u].items():
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heap.append((distances[v], v))
                i = len(heap) - 1
                while i > 0 and heap[i][0] < heap[(i - 1) // 2][0]:
                    heap[i], heap[(i - 1) // 2] = heap[(i - 1) // 2], heap[i]
                    i = (i - 1) // 2
    return distances
def heapify(heap, i):
    n = len(heap)
    smallest = i
    l = 2 * i + 1
    r = 2 * i + 2
    if l < n and heap[l][0] < heap[smallest][0]:
        smallest = l
    if r < n and heap[r][0] < heap[smallest][0]:
        smallest = r
    if smallest != i:
        heap[i], heap[smallest] = heap[smallest], heap[i]
        heapify(heap, smallest)"
64,"def dijkstra_generator(graph, start):
    def get_neighbors(node):
        for neighbor, weight in graph[node].items():
            yield neighbor, weight
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v, weight in get_neighbors(u):
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heapq.heappush(pq, (distances[v], v))
    return distances"
65,"from functools import reduce
def dijkstra_functional(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    nodes = list(graph.keys())
    pq = [(0, start)]
    return reduce(lambda acc, (dist, u):
                  {**acc, **{v: min(acc[v], acc[u] + weight)
                                 for v, weight in graph[u].items()}}
                  if dist <= acc[u] else acc, pq)"
66,"def dijkstra_edge_cases(graph, start):
    if any(weight < 0 for u in graph for weight in graph[u].values()):
        return ""Negative edge weights detected""
    return dijkstra(graph, start)"
67,"def dijkstra_unreachable(graph, start):
    distances = dijkstra(graph, start)
    unreachable = [node for node, dist in distances.items() if dist == float('inf')]
    return distances, unreachable"
68,"def dijkstra_adjacency_list(adj_list, start):
    distances = {node: float('inf') for node in adj_list}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, u = heapq.heappop(pq)
        if dist > distances[u]:
            continue
        for v, weight in adj_list[u]:
            if distances[v] > distances[u] + weight:
                distances[v] = distances[u] + weight
                heapq.heappush(pq, (distances[v], v))
    return distances"
69,"def dijkstra_empty_graph(graph, start):
    if not graph:
        return {}
    return dijkstra(graph, start)"
70,"def dijkstra_single_node(graph, start):
    if start not in graph:
        return {start: 0}
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    return distances"
71,"import heapq
def dijkstra1(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
72,"import heapq
def dijkstra2(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    visited = set()
    while pq:
        dist, node = heapq.heappop(pq)
        if node in visited:
            continue
        visited.add(node)
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
73,"import heapq
def dijkstra3(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        yield distances[node]
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))"
74,"from functools import reduce
def dijkstra4(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    nodes = list(graph.keys())
    return reduce(lambda dists, node: {n: min(dists[n], dists[node] + graph[node].get(n, float('inf'))) for n in dists}, nodes, distances)"
75,"import heapq
def dijkstra5(adj_matrix, start):
    n = len(adj_matrix)
    distances = [float('inf')] * n
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor in range(n):
            weight = adj_matrix[node][neighbor]
            if weight > 0 and distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
76,"class BinaryHeap:
    def __init__(self):
        self.heap = []
    def push(self, item):
        self.heap.append(item)
        self._heapify_up(len(self.heap) - 1)
    def pop(self):
        if not self.heap:
            return None
        if len(self.heap) == 1:
            return self.heap.pop()
        root = self.heap[0]
        self.heap[0] = self.heap.pop()
        self._heapify_down(0)
        return root
    def _heapify_up(self, index):
        while index > 0:
            parent_index = (index - 1) // 2
            if self.heap[index][0] < self.heap[parent_index][0]:
                self.heap[index], self.heap[parent_index] = self.heap[parent_index], self.heap[index]
                index = parent_index
            else:
                break
    def _heapify_down(self, index):
        while True:
            left_child_index = 2 * index + 1
            right_child_index = 2 * index + 2
            smallest = index
            if left_child_index < len(self.heap) and self.heap[left_child_index][0] < self.heap[smallest][0]:
                smallest = left_child_index
            if right_child_index < len(self.heap) and self.heap[right_child_index][0] < self.heap[smallest][0]:
                smallest = right_child_index
            if smallest != index:
                self.heap[index], self.heap[smallest] = self.heap[smallest], self.heap[index]
                index = smallest
            else:
                break
def dijkstra6(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = BinaryHeap()
    pq.push((0, start))
    while not pq.heap:
        dist, node = pq.pop()
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                pq.push((distances[neighbor], neighbor))
    return distances"
77,"def dijkstra7(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    unvisited = set(graph.keys())
    while unvisited:
        current_node = None
        for node in unvisited:
            if current_node is None or distances[node] < distances[current_node]:
                current_node = node
        if current_node is None:
            break
        unvisited.remove(current_node)
        for neighbor, weight in graph[current_node].items():
            if distances[current_node] + weight < distances[neighbor]:
                distances[neighbor] = distances[current_node] + weight
    return distances"
78,"def dijkstra8(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    for _ in range(len(graph)):
        for node in graph:
            for neighbor, weight in graph[node].items():
                if distances[node] != float('inf') and distances[node] + weight < distances[neighbor]:
                    distances[neighbor] = distances[node] + weight
    return distances"
79,"def dijkstra9(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    for node in graph:
        if any(weight < 0 for weight in graph[node].values()):
            raise ValueError(""Negative edge weights not allowed"")
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
80,"def dijkstra10(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    result = {}
    for node in graph:
        if distances[node] == float('inf'):
            result[node] = None
        else:
            result[node] = distances[node]
    return result"
81,"import heapq
def dijkstra1(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
82,"import heapq
def dijkstra2(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    visited = set()
    while pq:
        dist, node = heapq.heappop(pq)
        if node in visited:
            continue
        visited.add(node)
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
83,"import heapq
def dijkstra3(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        yield distances[node]
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))"
84,"from functools import reduce
def dijkstra4(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    nodes = list(graph.keys())
    return reduce(lambda dists, node: {n: min(dists[n], dists[node] + graph[node].get(n, float('inf'))) for n in nodes}, nodes, distances)"
85,"import heapq
def dijkstra5(adj_matrix, start):
    n = len(adj_matrix)
    distances = [float('inf')] * n
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor in range(n):
            weight = adj_matrix[node][neighbor]
            if weight > 0 and distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
86,"class BinaryHeap:
    def __init__(self):
        self.heap = []
    def push(self, item):
        self.heap.append(item)
        self._heapify_up(len(self.heap) - 1)
    def pop(self):
        if not self.heap:
            return None
        if len(self.heap) == 1:
            return self.heap.pop()
        root = self.heap[0]
        self.heap[0] = self.heap.pop()
        self._heapify_down(0)
        return root
    def _heapify_up(self, index):
        while index > 0:
            parent_index = (index - 1) // 2
            if self.heap[index][0] < self.heap[parent_index][0]:
                self.heap[index], self.heap[parent_index] = self.heap[parent_index], self.heap[index]
                index = parent_index
            else:
                break
    def _heapify_down(self, index):
        while True:
            left_child_index = 2 * index + 1
            right_child_index = 2 * index + 2
            smallest = index
            if left_child_index < len(self.heap) and self.heap[left_child_index][0] < self.heap[smallest][0]:
                smallest = left_child_index
            if right_child_index < len(self.heap) and self.heap[right_child_index][0] < self.heap[smallest][0]:
                smallest = right_child_index
            if smallest != index:
                self.heap[index], self.heap[smallest] = self.heap[smallest], self.heap[index]
                index = smallest
            else:
                break
def dijkstra6(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = BinaryHeap()
    pq.push((0, start))
    while not pq.heap:
        dist, node = pq.pop()
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                pq.push((distances[neighbor], neighbor))
    return distances"
87,"def dijkstra7(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    unvisited = set(graph.keys())
    while unvisited:
        current_node = None
        for node in unvisited:
            if current_node is None or distances[node] < distances[current_node]:
                current_node = node
        if current_node is None:
            break
        unvisited.remove(current_node)
        for neighbor, weight in graph[current_node].items():
            if distances[current_node] + weight < distances[neighbor]:
                distances[neighbor] = distances[current_node] + weight
    return distances"
88,"def dijkstra8(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    for _ in range(len(graph)):
        for node in graph:
            for neighbor, weight in graph[node].items():
                if distances[node] != float('inf') and distances[node] + weight < distances[neighbor]:
                    distances[neighbor] = distances[node] + weight
    return distances"
89,"def dijkstra9(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    for node in graph:
        if any(weight < 0 for weight in graph[node].values()):
            raise ValueError(""Negative edge weights not allowed"")
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
90,"def dijkstra10(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    result = {}
    for node in graph:
        if distances[node] == float('inf'):
            result[node] = None
        else:
            result[node] = distances[node]
    return result"
91,"import heapq
def dijkstra(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
92,"import heapq
def dijkstra_matrix(matrix, start):
    n = len(matrix)
    distances = [float('inf')] * n
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor in range(n):
            if matrix[node][neighbor] != 0:
                weight = matrix[node][neighbor]
                if distances[node] + weight < distances[neighbor]:
                    distances[neighbor] = distances[node] + weight
                    heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
93,"def dijkstra_manual_heap(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    heap = []
    heapq.heappush(heap, (0, start))
    while heap:
        dist, node = heapq.heappop(heap)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(heap, (distances[neighbor], neighbor))
    return distances"
94,"def dijkstra_generator(graph, start):
    def get_neighbors(node):
        for neighbor, weight in graph[node].items():
            yield neighbor, weight
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    queue = [(0, start)]
    while queue:
        dist, node = heapq.heappop(queue)
        if dist > distances[node]:
            continue
        for neighbor, weight in get_neighbors(node):
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(queue, (distances[neighbor], neighbor))
    return distances"
95,"from functools import reduce
def dijkstra_functional(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    return reduce(lambda dists, (dist, node): dists if dist > dists[node] else (dists[node], dists[node] + weight) for neighbor, weight in graph[node].items() if distances[node] + weight < dists[neighbor] for _, dists in [(neighbor, dists)] if dists is not None, distances, pq)"
96,"import heapq
def dijkstra_neg_edge_check(graph, start):
    for node in graph:
        for neighbor, weight in graph[node].items():
            if weight < 0:
                raise ValueError(""Negative edge weights not allowed"")
    return dijkstra(graph, start)"
97,"import heapq
def dijkstra_unreachable(graph, start):
    distances = dijkstra(graph, start)
    unreachable = [node for node, dist in distances.items() if dist == float('inf')]
    return distances, unreachable"
98,"def dijkstra_list_repr(adj_list, start):
    distances = {node: float('inf') for node in adj_list}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in adj_list[node]:
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                heapq.heappush(pq, (distances[neighbor], neighbor))
    return distances"
99,"import heapq
def dijkstra_with_path(graph, start, end):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    previous = {node: None for node in graph}
    pq = [(0, start)]
    while pq:
        dist, node = heapq.heappop(pq)
        if dist > distances[node]:
            continue
        for neighbor, weight in graph[node].items():
            if distances[node] + weight < distances[neighbor]:
                distances[neighbor] = distances[node] + weight
                previous[neighbor] = node
                heapq.heappush(pq, (distances[neighbor], neighbor))
    path = []
    current = end
    while current is not None:
        path.append(current)
        current = previous[current]
    return distances, path[::-1]"
100,"import heapq
def dijkstra_sparse(graph, start):
    distances = {node: float('inf') for node in graph}
    distances[start] = 0
    pq = [(0, start)]
    while pq:
        d, u = heapq.heappop(pq)
        if d > distances[u]:
            continue
        if u in graph:
            for v, w in graph[u].items():
                if distances[u] + w < distances[v]:
                    distances[v] = distances[u] + w
                    heapq.heappush(pq, (distances[v], v))
    return distances"
101,"import heapq
n, m = map(int, input().split())
edges = []
for _ in range(m):
    u, v, w = map(int, input().split())
    edges.append((u, v, w))
src = int(input())
dist = {i: float('inf') for i in range(1, n + 1)}
dist[src] = 0
pq = [(0, src)]
paths = {i: [] for i in range(1, n + 1)}
paths[src] = [src]
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, w in [(e[1], e[2]) for e in edges if e[0] == u]:
        if dist[u] + w < dist[v]:
            dist[v] = dist[u] + w
            paths[v] = paths[u] + [v]
            heapq.heappush(pq, (dist[v], v))
for i in range(1, n + 1):
    print(dist[i], paths[i])"
102,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n + 1)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
start_node = int(input())
distances = [float('inf')] * (n + 1)
distances[start_node] = 0
previous = [None] * (n + 1)
priority_queue = [(0, start_node)]
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > distances[u]:
        continue
    for neighbor, weight in adj[u]:
        if distances[u] + weight < distances[neighbor]:
            distances[neighbor] = distances[u] + weight
            previous[neighbor] = u
            heapq.heappush(priority_queue, (distances[neighbor], neighbor))
for i in range(1, n + 1):
    path = []
    curr = i
    while curr is not None:
        path.insert(0, curr)
        curr = previous[curr]
    print(distances[i], path)"
103,"import heapq
n, m = map(int, input().split())
graph = {}
for _ in range(m):
    u, v, w = map(int, input().split())
    if u not in graph:
        graph[u] = []
    if v not in graph:
        graph[v] = []
    graph[u].append((v, w))
origin = int(input())
dist_vals = {node: float('inf') for node in graph}
dist_vals[origin] = 0
predecessors = {node: None for node in graph}
pq = [(0, origin)]
while pq:
    d, node = heapq.heappop(pq)
    if d > dist_vals[node]:
        continue
    if node in graph:
        for neighbor, weight in graph[node]:
            if dist_vals[node] + weight < dist_vals[neighbor]:
                dist_vals[neighbor] = dist_vals[node] + weight
                predecessors[neighbor] = node
                heapq.heappush(pq, (dist_vals[neighbor], neighbor))
for node in graph:
    path = []
    curr = node
    while curr is not None:
        path.insert(0, curr)
        curr = predecessors[curr]
    print(dist_vals[node], path)"
104,"import heapq
n, m = map(int, input().split())
edges_list = []
for _ in range(m):
    u, v, w = map(int, input().split())
    edges_list.append((u, v, w))
source = int(input())
distances = {i: float('inf') for i in range(1, n + 1)}
distances[source] = 0
previous_nodes = {i: None for i in range(1, n + 1)}
priority_q = [(0, source)]
while priority_q:
    d, current = heapq.heappop(priority_q)
    if d > distances[current]:
        continue
    for u, v, w in edges_list:
        if u == current:
            if distances[u] + w < distances[v]:
                distances[v] = distances[u] + w
                previous_nodes[v] = u
                heapq.heappush(priority_q, (distances[v], v))
for i in range(1, n + 1):
    path = []
    node = i
    while node is not None:
        path.insert(0, node)
        node = previous_nodes[node]
    print(distances[i], path)"
105,"import heapq
n, m = map(int, input().split())
adj_matrix = [([0] * (n + 1)) for _ in range(n + 1)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_matrix[u][v] = w
start = int(input())
dist_values = [float('inf')] * (n + 1)
dist_values[start] = 0
visited = [False] * (n + 1)
pq = [(0, start)]
paths = {i: [start] if i == start else [] for i in range(1, n + 1)}
while pq:
    d, u = heapq.heappop(pq)
    if visited[u]:
        continue
    visited[u] = True
    for v in range(1, n + 1):
        if adj_matrix[u][v] != 0:
            if dist_values[u] + adj_matrix[u][v] < dist_values[v]:
                dist_values[v] = dist_values[u] + adj_matrix[u][v]
                paths[v] = paths[u] + [v]
                heapq.heappush(pq, (dist_values[v], v))
for i in range(1, n + 1):
    print(dist_values[i], paths[i])"
106,"import heapq
n, m = map(int, input().split())
connections = {}
for _ in range(m):
    u, v, w = map(int, input().split())
    if u not in connections:
        connections[u] = []
    connections[u].append((v, w))
source_node = int(input())
distance_map = {node: float('inf') for node in connections}
distance_map[source_node] = 0
preceding_nodes = {node: None for node in connections}
priority_queue = [(0, source_node)]
while priority_queue:
    d, u = heapq.heappop(priority_queue)
    if d > distance_map[u]:
        continue
    if u in connections:
        for v, weight in connections[u]:
            if distance_map[u] + weight < distance_map[v]:
                distance_map[v] = distance_map[u] + weight
                preceding_nodes[v] = u
                heapq.heappush(priority_queue, (distance_map[v], v))
for node in connections:
    path = []
    current = node
    while current is not None:
        path.insert(0, current)
        current = preceding_nodes[current]
    print(distance_map[node], path)"
107,"import heapq
n, m = map(int, input().split())
net = [[] for _ in range(n + 1)]
for _ in range(m):
    u, v, w = map(int, input().split())
    net[u].append((v, w))
start = int(input())
dists = [float('inf')] * (n + 1)
dists[start] = 0
prev = [None] * (n + 1)
pq = [(0, start)]
while pq:
    dist, node = heapq.heappop(pq)
    if dist > dists[node]:
        continue
    for neighbor, weight in net[node]:
        if dists[node] + weight < dists[neighbor]:
            dists[neighbor] = dists[node] + weight
            prev[neighbor] = node
            heapq.heappush(pq, (dists[neighbor], neighbor))
for i in range(1, n + 1):
    path = []
    curr = i
    while curr is not None:
        path.insert(0, curr)
        curr = prev[curr]
    print(dists[i], path)"
108,"import heapq
n, m = map(int, input().split())
graph_data = []
for _ in range(m):
    u, v, w = map(int, input().split())
    graph_data.append((u, v, w))
source_vertex = int(input())
distances_dict = {i: float('inf') for i in range(1, n + 1)}
distances_dict[source_vertex] = 0
predecessors_dict = {i: None for i in range(1, n + 1)}
priority_queue = [(0, source_vertex)]
while priority_queue:
    dist, current_node = heapq.heappop(priority_queue)
    if dist > distances_dict[current_node]:
        continue
    for u, v, w in graph_data:
        if u == current_node:
            if distances_dict[u] + w < distances_dict[v]:
                distances_dict[v] = distances_dict[u] + w
                predecessors_dict[v] = u
                heapq.heappush(priority_queue, (distances_dict[v], v))
for i in range(1, n + 1):
    path = []
    node = i
    while node is not None:
        path.insert(0, node)
        node = predecessors_dict[node]
    print(distances_dict[i], path)"
109,"import heapq
n, m = map(int, input().split())
edge_list = []
for _ in range(m):
    u, v, w = map(int, input().split())
    edge_list.append((u, v, w))
start_node = int(input())
distance = {i: float('inf') for i in range(1, n + 1)}
distance[start_node] = 0
previous = {i: None for i in range(1, n + 1)}
pq = [(0, start_node)]
while pq:
    d, u = heapq.heappop(pq)
    if d > distance[u]:
        continue
    for v, w in [(edge[1], edge[2]) for edge in edge_list if edge[0] == u]:
        if distance[u] + w < distance[v]:
            distance[v] = distance[u] + w
            previous[v] = u
            heapq.heappush(pq, (distance[v], v))
for i in range(1, n + 1):
    path = []
    curr = i
    while curr is not None:
        path.insert(0, curr)
        curr = previous[curr]
    print(distance[i], path)"
110,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n + 1)]
for _ in range(m):
    u, v, w = map(int, input().split())
    graph[u].append((v, w))
start_node = int(input())
dist = [float('inf')] * (n + 1)
dist[start_node] = 0
previous_node = [None] * (n + 1)
pq = [(0, start_node)]
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, w in graph[u]:
        if dist[u] + w < dist[v]:
            dist[v] = dist[u] + w
            previous_node[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(1, n + 1):
    path = []
    curr = i
    while curr is not None:
        path.insert(0, curr)
        curr = previous_node[curr]
    print(dist[i], path)"
111,"import heapq
n, m = map(int, input().split())
adj = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj[u].append((v, w))
src = int(input())
dist = [float('inf')] * n
dist[src] = 0
pq = [(0, src)]
prev = [None] * n
while pq:
    d, u = heapq.heappop(pq)
    if d > dist[u]:
        continue
    for v, weight in adj[u]:
        if dist[v] > dist[u] + weight:
            dist[v] = dist[u] + weight
            prev[v] = u
            heapq.heappush(pq, (dist[v], v))
for i in range(n):
    print(dist[i], end="" "")
print()
def reconstruct_path(dest):
    path = []
    curr = dest
    while curr is not None:
        path.append(curr)
        curr = prev[curr]
    return path[::-1]
for i in range(n):
    path = reconstruct_path(i)
    print(f""Path to {i}: {path}"")"
112,"import heapq
n, m = map(int, input().split())
graph = [[] for _ in range(n)]
for _ in range(m):
    a, b, c = map(int, input().split())
    graph[a].append((b, c))
start_node = int(input())
distances = [float('inf')] * n
distances[start_node] = 0
priority_queue = [(0, start_node)]
predecessors = [None] * n
while priority_queue:
    current_distance, current_node = heapq.heappop(priority_queue)
    if current_distance > distances[current_node]:
        continue
    for neighbor, weight in graph[current_node]:
        new_distance = distances[current_node] + weight
        if new_distance < distances[neighbor]:
            distances[neighbor] = new_distance
            predecessors[neighbor] = current_node
            heapq.heappush(priority_queue, (new_distance, neighbor))
for i in range(n):
    print(distances[i], end="" "")
print()
def build_path(end_node):
    path = []
    at = end_node
    while at is not None:
        path.append(at)
        at = predecessors[at]
    return path[::-1]
for i in range(n):
    path = build_path(i)
    print(f""Path to {i}: {path}"")"
113,"import heapq
n, m = map(int, input().split())
adj_list = [[] for _ in range(n)]
for _ in range(m):
    u, v, w = map(int, input().split())
    adj_list[u].append((v, w))
source = int(input())
dist_values = [float('inf')] * n
dist_values[source] = 0
pq = [(0, source)]
parents = [None] * n
while pq:
    d, node = heapq.heappop(pq)
    if d > dist_values[node]:
        continue
    for neighbor, weight in adj_list[node]:
        if dist_values[neighbor] > dist_values[node] + weight:
            dist_values[neighbor] = dist_values[node] + weight
            parents[neighbor] = node
            heapq.heappush(pq, (dist_values[neighbor], neighbor))
for i in range(n):
    print(dist_values[i], end="" "")
print()
def get_path(target):
    path = []
    current = target
    while current is not None:
        path.append(current)
        current = parents[current]
    return path[::-1]
for i in range(n):
    path = get_path(i)
    print(f""Path to {i}: {path}"")"
