number,code
39,"def turtle_dp_early_exit(grid):
    n = len(grid)
    m = len(grid[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = grid[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + grid[i][0]
        path[i][0] = 'D' + path[i - 1][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + grid[0][j]
        path[0][j] = 'R' + path[0][j - 1]
    for i in range(1, n):
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = dp[i - 1][j] + grid[i][j]
                path[i][j] = 'D' + path[i - 1][j]
            else:
                dp[i][j] = dp[i][j - 1] + grid[i][j]
                path[i][j] = 'R' + path[i][j - 1]
    return dp[n - 1][m - 1], path[n - 1][m - 1]"
40,"import multiprocessing
def turtle_dp_parallel(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n > 0 else 0
    if n == 0:
        return 0, """"
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    def process_row(row_index):
        for j in range(m):
            if row_index > 0:
                dp[row_index][j] = dp[row_index - 1][j] + matrix[row_index][j]
            elif j > 0:
                dp[row_index][j] = dp[row_index][j - 1] + matrix[row_index][j]
    with multiprocessing.Pool() as pool:
        pool.map(process_row, range(1, n))
    for i in range(1, n):
        for j in range(1, m):
            dp[i][j] = min(dp[i - 1][j], dp[i][j - 1]) + matrix[i][j]
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and j > 0 and dp[i - 1][j] <= dp[i][j - 1]:
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dp[n - 1][m - 1], path"
41,"def turtle_dp_recursive_memo(grid):
    rows = len(grid)
    cols = len(grid[0]) if rows > 0 else 0
    memo = {}
    def solve(i, j):
        if (i, j) in memo:
            return memo[(i, j)]
        if i == rows - 1 and j == cols - 1:
            return grid[i][j], """"
        if i >= rows or j >= cols:
            return float('inf'), """"
        down_cost, down_path = solve(i + 1, j)
        right_cost, right_path = solve(i, j + 1)
        if down_cost < right_cost:
            cost = grid[i][j] + down_cost
            path = ""D"" + down_path
        else:
            cost = grid[i][j] + right_cost
            path = ""R"" + right_path
        memo[(i, j)] = (cost, path)
        return cost, path
    if not grid:
        return 0, """"
    return solve(0, 0)"
42,"def turtle_dp_iterative(cost_matrix):
    n = len(cost_matrix)
    m = len(cost_matrix[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    path = [[''] * m for _ in range(n)]
    dp[0][0] = cost_matrix[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + cost_matrix[i][0]
        path[i][0] = ""D"" + path[i - 1][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + cost_matrix[0][j]
        path[0][j] = ""R"" + path[0][j - 1]
    for i in range(1, n):
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = cost_matrix[i][j] + dp[i - 1][j]
                path[i][j] = ""D"" + path[i - 1][j]
            else:
                dp[i][j] = cost_matrix[i][j] + dp[i][j - 1]
                path[i][j] = ""R"" + path[i][j - 1]
    return dp[n - 1][m - 1], path[n - 1][m - 1]"
43,"def turtle_dp_rolling_array(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, """"
    prev_row = [0] * m
    curr_row = [0] * m
    path_prev_row = [''] * m
    path_curr_row = [''] * m
    prev_row[0] = matrix[0][0]
    path_prev_row[0] = """"
    for j in range(1, m):
        prev_row[j] = prev_row[j - 1] + matrix[0][j]
        path_prev_row[j] = ""R"" + path_prev_row[j-1]
    for i in range(1, n):
        curr_row[0] = prev_row[0] + matrix[i][0]
        path_curr_row[0] = ""D"" + path_prev_row[0]
        for j in range(1, m):
            if prev_row[j] < curr_row[j - 1]:
                curr_row[j] = matrix[i][j] + prev_row[j]
                path_curr_row[j] = ""D"" + path_prev_row[j]
            else:
                curr_row[j] = matrix[i][j] + curr_row[j - 1]
                path_curr_row[j] = ""R"" + path_curr_row[j - 1]
        prev_row = curr_row[:]
        path_prev_row = path_curr_row[:]
    return prev_row[m - 1], path_prev_row[m-1]"
44,"def turtle_dp_in_place(matrix):
    rows = len(matrix)
    cols = len(matrix[0]) if rows > 0 else 0
    for i in range(rows):
        for j in range(cols):
            if i == 0 and j == 0:
                continue
            up = matrix[i - 1][j] if i > 0 else float('inf')
            left = matrix[i][j - 1] if j > 0 else float('inf')
            matrix[i][j] += min(up, left)
    return matrix[rows - 1][cols - 1], """""
45,"def turtle_dp_parent(cost_grid):
    n = len(cost_grid)
    m = len(cost_grid[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    parent = [[None] * m for _ in range(n)]
    dp[0][0] = cost_grid[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + cost_grid[i][0]
        parent[i][0] = (i - 1, 0)
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + cost_grid[0][j]
        parent[0][j] = (0, j - 1)
    for i in range(1, n):
        for j in range(1, m):
            if dp[i - 1][j] < dp[i][j - 1]:
                dp[i][j] = cost_grid[i][j] + dp[i - 1][j]
                parent[i][j] = (i - 1, j)
            else:
                dp[i][j] = cost_grid[i][j] + dp[i][j - 1]
                parent[i][j] = (i, j - 1)
    path = """"
    curr = (n - 1, m - 1)
    while curr != (0, 0):
        prev = parent[curr[0]][curr[1]]
        if prev[0] < curr[0]:
            path = ""D"" + path
        else:
            path = ""R"" + path
        curr = prev
    return dp[n - 1][m - 1], path"
46,"def turtle_dp_generator(grid):
    n = len(grid)
    m = len(grid[0]) if n > 0 else 0
    dp = [[float('inf')] * m for _ in range(n)]
    dp[0][0] = grid[0][0]
    def path_generator(i, j, current_path):
        if i == n - 1 and j == m - 1:
            yield dp[i][j], current_path
        else:
            if i + 1 < n:
                dp[i + 1][j] = min(dp[i + 1][j], dp[i][j] + grid[i + 1][j])
                yield from path_generator(i + 1, j, current_path + ""D"")
            if j + 1 < m:
                dp[i][j + 1] = min(dp[i][j + 1], dp[i][j] + grid[i][j + 1])
                yield from path_generator(i, j + 1, current_path + ""R"")
    if n == 0 or m == 0:
        return 0, """"
    best_cost = float('inf')
    best_path = """"
    for cost, path in path_generator(0, 0, """"):
        if cost < best_cost:
            best_cost, best_path = cost, path
    return best_cost, best_path"
47,"from functools import reduce
def turtle_dp_reduce(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, """"
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            dp[i][j] = matrix[i][j] + min(dp[i - 1][j] if i > 0 else float('inf'), dp[i][j - 1] if j > 0 else float('inf'))
    return dp[n - 1][m - 1], """""
48,"import numpy as np
def turtle_dp_numpy(grid):
    grid = np.array(grid)
    n, m = grid.shape
    dp = np.zeros((n, m))
    dp[0, 0] = grid[0, 0]
    for i in range(1, n):
        dp[i, 0] = dp[i - 1, 0] + grid[i, 0]
    for j in range(1, m):
        dp[0, j] = dp[0, j - 1] + grid[0, j]
    for i in range(1, n):
        for j in range(1, m):
            dp[i, j] = grid[i, j] + min(dp[i - 1, j], dp[i, j - 1])
    return int(dp[n - 1, m - 1]), """""
49,"def turtle_dp_early_exit(matrix):
    n = len(matrix)
    m = len(matrix[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = dp[i - 1][j] if i > 0 else float('inf')
            left = dp[i][j - 1] if j > 0 else float('inf')
            dp[i][j] = matrix[i][j] + min(up, left)
            if dp[i][j] > 100000:
                return float('inf'), """"
    return dp[n - 1][m - 1], """""
50,"def turtle_dp_parallel_rows(cost_matrix):
    n = len(cost_matrix)
    m = len(cost_matrix[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, """"
    dp = [ [0] * m for _ in range(n)]
    path = [ [''] * m for _ in range(n)]
    dp[0] = list(np.cumsum(cost_matrix[0]))
    path[0] = ['R' * j for j in range(m)]
    for i in range(1, n):
        dp[i][0] = dp[i-1][0] + cost_matrix[i][0]
        path[i][0] = ""D"" + path[i-1][0]
        for j in range(1, m):
            if dp[i-1][j] < dp[i][j-1]:
                dp[i][j] = cost_matrix[i][j] + dp[i-1][j]
                path[i][j] = ""D"" + path[i-1][j]
            else:
                dp[i][j] = cost_matrix[i][j] + dp[i][j-1]
                path[i][j] = ""R"" + path[i][j-1]
    return dp[n-1][m-1], path[n-1][m-1]"
51,"def turtle_dp_memo(grid):
    if not grid or not grid[0]:
        return 0, """"
    n, m = len(grid), len(grid[0])
    memo = {}
    def solve(i, j):
        if (i, j) in memo:
            return memo[(i, j)]
        if i == n - 1 and j == m - 1:
            return grid[i][j], """"
        if i >= n or j >= m:
            return float('inf'), """"
        right_cost, right_path = solve(i, j + 1)
        down_cost, down_path = solve(i + 1, j)
        cost = grid[i][j] + min(right_cost, down_cost)
        path = ""R"" + right_path if right_cost <= down_cost else ""D"" + down_path
        memo[(i, j)] = cost, path
        return cost, path
    return solve(0, 0)"
52,"def turtle_dp_iterative(cost_matrix):
    if not cost_matrix or not cost_matrix[0]:
        return 0, """"
    rows, cols = len(cost_matrix), len(cost_matrix[0])
    dp = [[0] * cols for _ in range(rows)]
    path = [[''] * cols for _ in range(rows)]
    dp[0][0] = cost_matrix[0][0]
    for i in range(rows):
        for j in range(cols):
            if i == 0 and j == 0:
                continue
            up = dp[i - 1][j] if i > 0 else float('inf')
            left = dp[i][j - 1] if j > 0 else float('inf')
            if up <= left:
                dp[i][j] = cost_matrix[i][j] + up
                path[i][j] = ""D"" + path[i - 1][j]
            else:
                dp[i][j] = cost_matrix[i][j] + left
                path[i][j] = ""R"" + path[i][j - 1]
    return dp[rows - 1][cols - 1], path[rows - 1][cols - 1]"
53,"def turtle_dp_rolling_array(price_grid):
    if not price_grid or not price_grid[0]:
        return 0, """"
    n, m = len(price_grid), len(price_grid[0])
    prev_row = [0] * m
    curr_row = [0] * m
    prev_row[0] = price_grid[0][0]
    for j in range(1, m):
        prev_row[j] = prev_row[j - 1] + price_grid[0][j]
    for i in range(1, n):
        curr_row[0] = prev_row[0] + price_grid[i][0]
        for j in range(1, m):
            curr_row[j] = price_grid[i][j] + min(prev_row[j], curr_row[j - 1])
        prev_row = curr_row[:]
    return prev_row[m - 1], """""
54,"def turtle_dp_in_place(matrix):
    if not matrix or not matrix[0]:
        return 0, """"
    n, m = len(matrix), len(matrix[0])
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = matrix[i - 1][j] if i > 0 else float('inf')
            left = matrix[i][j - 1] if j > 0 else float('inf')
            matrix[i][j] += min(up, left)
    return matrix[n - 1][m - 1], """""
55,"def turtle_dp_parent(terrain):
    if not terrain or not terrain[0]:
        return 0, """"
    n, m = len(terrain), len(terrain[0])
    dp = [[0] * m for _ in range(n)]
    parent = [[None] * m for _ in range(n)]
    dp[0][0] = terrain[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = dp[i - 1][j] if i > 0 else float('inf')
            left = dp[i][j - 1] if j > 0 else float('inf')
            if up <= left:
                dp[i][j] = terrain[i][j] + up
                parent[i][j] = (i - 1, j)
            else:
                dp[i][j] = terrain[i][j] + left
                parent[i][j] = (i, j - 1)
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if parent[i][j] == (i - 1, j):
            path = ""D"" + path
        else:
            path = ""R"" + path
        i, j = parent[i][j]
    return dp[n - 1][m - 1], path"
56,"def turtle_dp_generator(costs):
    def solve(row, col):
        if row == 0 and col == 0:
            yield costs[0][0], """"
        elif row == 0:
            sub_path_cost, sub_path = yield from solve(row, col - 1)
            yield costs[row][col] + sub_path_cost, ""R"" + sub_path
        elif col == 0:
            sub_path_cost, sub_path = yield from solve(row - 1, col)
            yield costs[row][col] + sub_path_cost, ""D"" + sub_path
        else:
            up_cost, up_path = yield from solve(row - 1, col)
            right_cost, right_path = yield from solve(row, col - 1)
            if up_cost <= right_cost:
                yield costs[row][col] + up_cost, ""D"" + up_path
            else:
                yield costs[row][col] + right_cost, ""R"" + right_path
    if not costs or not costs[0]:
        return 0, """"
    else:
        cost, path = next(solve(len(costs) - 1, len(costs[0]) - 1))
        return cost, path"
57,"from functools import reduce
def turtle_dp_reduce(matrix):
    if not matrix or not matrix[0]:
        return 0, """"
    n, m = len(matrix), len(matrix[0])
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            dp[i][j] = matrix[i][j] + min(dp[i - 1][j] if i > 0 else float('inf'),
                                          dp[i][j - 1] if j > 0 else float('inf'))
    path_map = [[''] * m for _ in range(n)]
    def reconstruct_path(row, col):
        if row == 0 and col == 0:
            return """"
        elif row == 0:
            return ""R"" + reconstruct_path(row, col - 1)
        elif col == 0:
            return ""D"" + reconstruct_path(row - 1, col)
        else:
            if dp[row-1][col] <= dp[row][col-1]:
                return ""D"" + reconstruct_path(row - 1, col)
            else:
                return ""R"" + reconstruct_path(row, col - 1)
    return dp[n - 1][m - 1], reconstruct_path(n - 1, m - 1)"
58,"import numpy as np
def turtle_dp_numpy(grid):
    if not grid or not grid[0]:
        return 0, """"
    grid_np = np.array(grid)
    n, m = grid_np.shape
    dp = np.zeros((n, m))
    dp[0, 0] = grid_np[0, 0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            dp[i, j] = grid_np[i, j] + np.min([dp[i - 1, j] if i > 0 else np.inf,
                                              dp[i, j - 1] if j > 0 else np.inf])
    return dp[n - 1, m - 1], """""
59,"def turtle_dp_shortcut(prices):
    if not prices or not prices[0]:
        return 0, """"
    n, m = len(prices), len(prices[0])
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = prices[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = dp[i - 1][j] if i > 0 else float('inf')
            left = dp[i][j - 1] if j > 0 else float('inf')
            if up < left:
                dp[i][j] = prices[i][j] + up
            else:
                dp[i][j] = prices[i][j] + left
    return dp[n - 1][m - 1], """""
60,"import multiprocessing
def turtle_dp_parallel(matrix):
    if not matrix or not matrix[0]:
        return 0, """"
    n, m = len(matrix), len(matrix[0])
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = dp[i - 1][j] if i > 0 else float('inf')
            left = dp[i][j - 1] if j > 0 else float('inf')
            dp[i][j] = matrix[i][j] + min(up, left)
    return dp[n - 1][m - 1], """""
61,"def turtle_dp_recursive_memo(grid):
    rows = len(grid)
    cols = len(grid[0]) if rows > 0 else 0
    memo = {}
    def solve(x, y):
        if (x, y) in memo:
            return memo[(x, y)]
        if x == rows - 1 and y == cols - 1:
            return grid[x][y], ''
        if x >= rows or y >= cols:
            return float('inf'), ''
        down_cost, down_path = solve(x + 1, y)
        right_cost, right_path = solve(x, y + 1)
        if down_cost < right_cost:
            result = grid[x][y] + down_cost, 'D' + down_path
        else:
            result = grid[x][y] + right_cost, 'R' + right_path
        memo[(x, y)] = result
        return result
    if rows == 0 or cols == 0:
        return 0, ''
    return solve(0, 0)"
62,"def turtle_dp_iterative(cost_matrix):
    n = len(cost_matrix)
    m = len(cost_matrix[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = cost_matrix[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i-1][0] + cost_matrix[i][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j-1] + cost_matrix[0][j]
    for i in range(1, n):
        for j in range(1, m):
            dp[i][j] = cost_matrix[i][j] + min(dp[i-1][j], dp[i][j-1])
    path = ''
    row, col = n - 1, m - 1
    while row > 0 or col > 0:
        if row > 0 and dp[row-1][col] <= dp[row][col-1] if col > 0 else True:
            path = 'D' + path
            row -= 1
        else:
            path = 'R' + path
            col -= 1
    return dp[n-1][m-1], path"
63,"def turtle_dp_rolling_array(price_grid):
    n = len(price_grid)
    m = len(price_grid[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, ''
    dp = [0] * m
    dp[0] = price_grid[0][0]
    for j in range(1, m):
        dp[j] = dp[j-1] + price_grid[0][j]
    for i in range(1, n):
        new_dp = [0] * m
        new_dp[0] = dp[0] + price_grid[i][0]
        for j in range(1, m):
            new_dp[j] = price_grid[i][j] + min(dp[j], new_dp[j-1])
        dp = new_dp
    path = ''
    row, col = n - 1, m - 1
    while row > 0 or col > 0:
        if row > 0 and (col == 0 or dp[col-1] >= dp[col]):
            path = 'D' + path
            row -= 1
        else:
            path = 'R' + path
            col -= 1
    return dp[m-1], path"
64,"def turtle_dp_in_place(weights):
    n = len(weights)
    m = len(weights[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, ''
    for i in range(1, n):
        weights[i][0] += weights[i-1][0]
    for j in range(1, m):
        weights[0][j] += weights[0][j-1]
    for i in range(1, n):
        for j in range(1, m):
            weights[i][j] += min(weights[i-1][j], weights[i][j-1])
    path = ''
    row, col = n - 1, m - 1
    while row > 0 or col > 0:
        if row > 0 and weights[row-1][col] <= weights[row][col-1] if col > 0 else True:
            path = 'D' + path
            row -= 1
        else:
            path = 'R' + path
            col -= 1
    return weights[n-1][m-1], path"
65,"def turtle_dp_parent_pointers(value_grid):
    n = len(value_grid)
    m = len(value_grid[0]) if n > 0 else 0
    dp = [[0] * m for _ in range(n)]
    parent = [[None] * m for _ in range(n)]
    dp[0][0] = value_grid[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            up = dp[i-1][j] if i > 0 else float('inf')
            left = dp[i][j-1] if j > 0 else float('inf')
            if up < left:
                dp[i][j] = value_grid[i][j] + up
                parent[i][j] = (i-1, j)
            else:
                dp[i][j] = value_grid[i][j] + left
                parent[i][j] = (i, j-1)
    path = ''
    row, col = n - 1, m - 1
    while row != 0 or col != 0:
        prev_row, prev_col = parent[row][col]
        if prev_row == row - 1:
            path = 'D' + path
        else:
            path = 'R' + path
        row, col = prev_row, prev_col
    return dp[n-1][m-1], path"
66,"def turtle_dp_generator(matrix):
    def solve(row, col):
        if row == len(matrix) - 1 and col == len(matrix[0]) - 1:
            yield matrix[row][col], ''
        elif row >= len(matrix) or col >= len(matrix[0]):
            yield float('inf'), ''
        else:
            down_cost, down_path = next(solve(row + 1, col))
            right_cost, right_path = next(solve(row, col + 1))
            if down_cost < right_cost:
                yield matrix[row][col] + down_cost, 'D' + down_path
            else:
                yield matrix[row][col] + right_cost, 'R' + right_path
    if not matrix or matrix[0] == []:
        return 0, ''
    return next(solve(0, 0))"
67,"from functools import reduce
def turtle_dp_functional(grid_data):
    n = len(grid_data)
    m = len(grid_data[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, ''
    dp = reduce(lambda acc, i: acc + [[0] * m] , range(n), [])
    dp[0][0] = grid_data[0][0]
    for i in range(n):
        for j in range(m):
            if i > 0 and j > 0:
                dp[i][j] = grid_data[i][j] + min(dp[i - 1][j], dp[i][j-1])
            elif i > 0:
                dp[i][j] = grid_data[i][j] + dp[i - 1][j]
            elif j > 0:
                dp[i][j] = grid_data[i][j] + dp[i][j - 1]
    path = ''
    row, col = n-1, m-1
    while row > 0 or col > 0:
      if row > 0 and (col == 0 or dp[row -1][col] <= dp[row][col-1]):
        path = 'D' + path
        row -= 1
      else:
        path = 'R' + path
        col -= 1
    return dp[n-1][m-1], path"
68,"import numpy as np
def turtle_dp_numpy(cost_array):
    cost_array = np.array(cost_array)
    n, m = cost_array.shape
    if n == 0 or m == 0:
        return 0, ''
    dp = np.zeros((n, m), dtype=int)
    dp[0, 0] = cost_array[0, 0]
    for i in range(1, n):
        dp[i, 0] = dp[i - 1, 0] + cost_array[i, 0]
    for j in range(1, m):
        dp[0, j] = dp[0, j - 1] + cost_array[0, j]
    for i in range(1, n):
        for j in range(1, m):
            dp[i, j] = cost_array[i, j] + np.min([dp[i - 1, j], dp[i, j - 1]])
    path = ''
    row, col = n-1, m-1
    while row > 0 or col > 0:
      if row > 0 and (col == 0 or dp[row-1, col] <= dp[row, col-1]):
        path = 'D' + path
        row -= 1
      else:
        path = 'R' + path
        col -= 1
    return int(dp[n-1, m-1]), path"
69,"def turtle_dp_early_exit(matrix_input):
    n = len(matrix_input)
    m = len(matrix_input[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, ''
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix_input[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + matrix_input[i][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + matrix_input[0][j]
    for i in range(1, n):
        for j in range(1, m):
            dp[i][j] = matrix_input[i][j] + min(dp[i - 1][j], dp[i][j - 1])
    path = ''
    row, col = n - 1, m - 1
    while row > 0 or col > 0:
        if row > 0 and dp[row - 1][col] <= dp[row][col - 1] if col > 0 else True:
            path = 'D' + path
            row -= 1
        else:
            path = 'R' + path
            col -= 1
    return dp[n-1][m-1], path"
70,"import multiprocessing
def turtle_dp_parallel(matrix_in):
    n = len(matrix_in)
    m = len(matrix_in[0]) if n > 0 else 0
    if n == 0 or m == 0:
        return 0, ''
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = matrix_in[0][0]
    for i in range(1, n):
        dp[i][0] = dp[i - 1][0] + matrix_in[i][0]
    for j in range(1, m):
        dp[0][j] = dp[0][j - 1] + matrix_in[0][j]
    def calculate_row(i):
      row_dp = [0] * m
      row_dp[0] = dp[i][0] + matrix_in[i][0]
      for j in range(1, m):
        row_dp[j] = matrix_in[i][j] + min(dp[i][j-1], dp[i-1][j] if i > 0 else float('inf'))
      return row_dp
    with multiprocessing.Pool() as pool:
      results = pool.map(calculate_row, range(1, n))
    for i, row in enumerate(results):
        dp[i+1] = row
    path = ''
    row, col = n - 1, m - 1
    while row > 0 or col > 0:
      if row > 0 and (col == 0 or dp[row-1][col] <= dp[row][col-1]):
        path = 'D' + path
        row -= 1
      else:
        path = 'R' + path
        col -= 1
    return dp[n-1][m-1], path"
71,"def turtle_dp_1(grid):
    if not grid or not grid[0]:
        return 0, """"
    n, m = len(grid), len(grid[0])
    dp = {}
    def solve(row, col):
        if (row, col) == (n - 1, m - 1):
            return grid[row][col], """"
        if (row, col) in dp:
            return dp[(row, col)]
        min_cost = float('inf')
        best_path = """"
        if row + 1 < n:
            cost_down, path_down = solve(row + 1, col)
            if grid[row][col] + cost_down < min_cost:
                min_cost = grid[row][col] + cost_down
                best_path = ""D"" + path_down
        if col + 1 < m:
            cost_right, path_right = solve(row, col + 1)
            if grid[row][col] + cost_right < min_cost:
                min_cost = grid[row][col] + cost_right
                best_path = ""R"" + path_right
        dp[(row, col)] = (min_cost, best_path)
        return min_cost, best_path
    return solve(0, 0)"
72,"def turtle_dp_2(matrix):
    rows, cols = len(matrix), len(matrix[0])
    dist = [[0] * cols for _ in range(rows)]
    dist[0][0] = matrix[0][0]
    for i in range(rows):
        for j in range(cols):
            if i == 0 and j == 0:
                continue
            up = dist[i-1][j] if i > 0 else float('inf')
            left = dist[i][j-1] if j > 0 else float('inf')
            dist[i][j] = matrix[i][j] + min(up, left)
    path = """"
    i, j = rows - 1, cols - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dist[i-1][j] <= dist[i][j-1]):
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dist[rows-1][cols-1], path"
73,"def turtle_dp_3(terrain):
    n, m = len(terrain), len(terrain[0])
    dp = [0] * m
    for i in range(n):
        new_dp = [0] * m
        for j in range(m):
            if i == 0 and j == 0:
                new_dp[j] = terrain[i][j]
            elif i == 0:
                new_dp[j] = terrain[i][j] + dp[j-1] if j > 0 else terrain[i][j]
            elif j == 0:
                new_dp[j] = terrain[i][j] + new_dp[j] if i > 0 else terrain[i][j]
            else:
                new_dp[j] = terrain[i][j] + min(dp[j], new_dp[j-1])
        dp = new_dp
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and (j == 0 or dp[j] <= dp[j-1] if j > 0 else True):
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dp[m-1], path"
74,"def turtle_dp_4(costs):
    rows, cols = len(costs), len(costs[0])
    dp = [[(float('inf'), """") for _ in range(cols)] for _ in range(rows)]
    dp[0][0] = (costs[0][0], """")
    for i in range(rows):
        for j in range(cols):
            if i + 1 < rows:
                new_cost = dp[i][j][0] + costs[i+1][j]
                if new_cost < dp[i+1][j][0]:
                    dp[i+1][j] = (new_cost, dp[i][j][1] + ""D"")
            if j + 1 < cols:
                new_cost = dp[i][j][0] + costs[i][j+1]
                if new_cost < dp[i][j+1][0]:
                    dp[i][j+1] = (new_cost, dp[i][j][1] + ""R"")
    return dp[rows-1][cols-1]"
75,"def turtle_dp_5(values):
    n = len(values)
    m = len(values[0])
    cost = [[0] * m for _ in range(n)]
    path = [[None] * m for _ in range(n)]
    cost[0][0] = values[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            if i > 0 and j > 0:
                if cost[i-1][j] <= cost[i][j-1]:
                    cost[i][j] = cost[i-1][j] + values[i][j]
                    path[i][j] = ""D""
                else:
                    cost[i][j] = cost[i][j-1] + values[i][j]
                    path[i][j] = ""R""
            elif i > 0:
                cost[i][j] = cost[i-1][j] + values[i][j]
                path[i][j] = ""D""
            elif j > 0:
                cost[i][j] = cost[i][j-1] + values[i][j]
                path[i][j] = ""R""
    route = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        route = path[i][j] + route
        if path[i][j] == ""D"":
            i -= 1
        else:
            j -= 1
    return cost[n-1][m-1], route"
76,"def turtle_dp_6(terrain_costs):
    n = len(terrain_costs)
    m = len(terrain_costs[0])
    dp = [[0] * m for _ in range(n)]
    dp[0][0] = terrain_costs[0][0]
    for i in range(n):
        for j in range(m):
            if i == 0 and j == 0:
                continue
            dp[i][j] = float('inf')
            if i > 0:
                dp[i][j] = min(dp[i][j], dp[i-1][j] + terrain_costs[i][j])
            if j > 0:
                dp[i][j] = min(dp[i][j], dp[i][j-1] + terrain_costs[i][j])
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and dp[i][j] == dp[i-1][j] + terrain_costs[i][j]:
            path = 'D' + path
            i -= 1
        else:
            path = 'R' + path
            j -= 1
    return dp[n-1][m-1], path"
77,"def turtle_dp_7(matrix):
    n, m = len(matrix), len(matrix[0])
    if n == 0 or m == 0: return 0, """"
    dp = [float('inf')] * m
    dp[0] = matrix[0][0]
    for i in range(1, n):
        new_dp = [float('inf')] * m
        for j in range(m):
            new_dp[j] = matrix[i][j] + min(dp[j] if j == 0 else dp[j - 1], dp[j])
        dp = new_dp
    path = """"
    i, j = n - 1, m - 1
    while i > 0 or j > 0:
        if i > 0 and dp[j] == matrix[i][j] + dp[j]:
            path = ""D"" + path
            i -= 1
        else:
            path = ""R"" + path
            j -= 1
    return dp[m-1], path"
