number,code,Type
158,"from collections import deque

def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = deque([var2])
    var4[var2] = True
    while var5:
        var6 = var5.popleft()
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
159,"def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
160,"def var0(var1, var2):
    var3 = set()
    var4 = var5([var2])
    var3.add(var2)
    var6 = []
    while var4:
        var7 = var4.popleft()
        var6.append(var7)
        for var8 in var1.get(var7, []):
            if var8 not in var3:
                var3.add(var8)
                var4.append(var8)
    return var6",BFS
161,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
162,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
163,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield from var6(var1, var5, var3)

def var6(var1, var5, var3):
    yield var5
    for var7 in var1.get(var5, []):
        if var7 not in var3:
            var3.add(var7)
            yield from var6(var1, var7, var3)",BFS
164,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
165,"from collections import deque

def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = deque([var2])
    var4[var2] = True
    while var5:
        var6 = var5.popleft()
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
166,"def var0(var1, var2):
    var3 = {var2}
    var4 = [var2]

    def var5(var6):
        if not var6:
            return []
        var7 = var6.pop(0)
        var8 = [var9 for var9 in var1.get(var7, []) if var9 not in var3]
        var3.update(var8)
        return [var7] + var5(var6 + var8)
    return var5(var4)",BFS
167,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return []
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
168,"def var0(var1, var2):
    if not var1:
        return []
    var3 = len(var1)
    if var2 < 0 or var2 >= var3:
        return []
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
169,"def var0(var1, var2, var3=None):
    if var3 is None:
        var3 = set()
    var3.add(var2)
    yield var2
    for var4 in var1.get(var2, []):
        if var4 not in var3:
            yield from var0(var1, var4, var3)",BFS
170,"def var0(var1, var2):
    var3 = set()
    var4 = list(var2)
    for var5 in var2:
        var3.add(var5)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
171,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
172,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
173,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
174,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
175,"from collections import deque

def var0(var1, var2):
    if not var1:
        return
    var3 = set()
    var4 = deque([var2])
    while var4:
        var5 = var4.popleft()
        if var5 not in var3:
            var3.add(var5)
            yield var5
            for var6 in var1.get(var5, []):
                var4.append(var6)",BFS
176,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        if var5 not in var3:
            var3.add(var5)
            yield var5
            for var6 in var1.get(var5, []):
                var4.append(var6)",BFS
177,"def var0(var1, var2):
    var3 = set()
    var4 = var5([var2])
    var3.add(var2)
    while var4:
        var6 = var4.popleft()
        yield var6
        var7 = var1.get(var6, [])
        for var8 in var7:
            if var8 not in var3:
                var3.add(var8)
                var4.append(var8)",BFS
178,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = var6([var2])
    var4[var2] = True
    while var5:
        var7 = var5.popleft()
        yield var7
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)",BFS
179,"def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
180,"def var0(var1, var2):
    var3 = set()
    var4 = var5([var2])
    var3.add(var2)
    while var4:
        var6 = var4.popleft()
        yield var6
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)",BFS
181,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
182,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
183,"def var0(var1, var2):
    if not var1 or var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1[var5]:
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
184,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] == 1 and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
185,"from collections import deque

def var0(var1, var2):
    if not var1:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
186,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    while var4:
        var5 = var4.pop(0)
        yield var5
        var6 = var1.get(var5, [])
        for var7 in var6:
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)",BFS
187,"def var0(var1, var2):
    if var2 not in var1:
        return
    var3 = {var2}
    var4 = [var2]
    while var4:
        var5 = var4.pop(0)
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
188,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    var6 = []
    while var5:
        var7 = var5.pop(0)
        var6.append(var7)
        for var8 in range(var3):
            if var1[var7][var8] == 1 and (not var4[var8]):
                var4[var8] = True
                var5.append(var8)
    return var6",BFS
189,"from collections import deque

def var0(var1, var2):
    if not var1 or var2 is None:
        return
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 is not None and var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
190,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
191,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6 in var1.get(var5, []):
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
192,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = [var2]
    var4[var2] = True
    while var5:
        var6 = var5.pop(0)
        yield var6
        for var7 in range(var3):
            if var1[var6][var7] and (not var4[var7]):
                var4[var7] = True
                var5.append(var7)",BFS
193,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
194,"def bfs_functional(graph, start_node):
    visited = set()
    queue = [start_node]
    visited.add(start_node)
    return list(filter(lambda x: True,
                      (node for node in queue for _ in [0]\
                       if (node not in visited or node == start_node)\
                       and not (node in visited and node != start_node)\
                       and (visited.add(node) or True)\
                       and yield node\
                       and (neighbor for neighbor in graph.get(node, []) if neighbor not in visited))))",BFS
195,"from collections import deque

def var0(var1, var2):
    if not var1:
        return []
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
196,"def var0(var1, var2):
    var3 = set()
    var4 = [var2]
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.pop(0)
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
197,"from collections import deque

def var0(var1, var2):
    if var2 not in var1:
        return []
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    var5 = []
    while var4:
        var6 = var4.popleft()
        var5.append(var6)
        for var7 in var1.get(var6, []):
            if var7 not in var3:
                var3.add(var7)
                var4.append(var7)
    return var5",BFS
198,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [False] * var3
    var5 = var6([var2])
    var4[var2] = True
    var7 = []
    while var5:
        var8 = var5.popleft()
        var7.append(var8)
        for var9 in range(var3):
            if var1[var8][var9] and (not var4[var9]):
                var4[var9] = True
                var5.append(var9)
    return var7",BFS
199,"from collections import deque

def var0(var1, var2):
    var3 = set()
    var4 = deque([var2])
    var3.add(var2)
    while var4:
        var5 = var4.popleft()
        yield var5
        for var6, var7 in var1.get(var5, {}).items():
            if var6 not in var3:
                var3.add(var6)
                var4.append(var6)",BFS
200,"def var0(var1, var2, var3=None):
    if var3 is None:
        var3 = set()
    if var2 not in var1:
        return []
    var3.add(var2)
    var4 = [var2]
    for var5 in var1[var2]:
        if var5 not in var3:
            var4.extend(var0(var1, var5, var3))
    return var4",BFS
201,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var3[var7] > var3[var4] + var8:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))
    return var3",Dijkstra
202,"import heapq

class var0:

    def var1(var2):
        var2.heap = []

    def var3(var2, var4):
        heapq.heappush(var2.heap, var4)

    def var5(var2):
        return heapq.heappop(var2.heap)

    def var6(var2):
        return len(var2.heap)

def var7(var8, var9):
    var10 = {var11: float('inf') for var11 in var8}
    var10[var9] = 0
    var12 = var0()
    var12.push((0, var9))
    while len(var12) > 0:
        var13, var11 = var12.pop()
        if var13 > var10[var11]:
            continue
        for var14, var15 in var8[var11].items():
            if var10[var14] > var10[var11] + var15:
                var10[var14] = var10[var11] + var15
                var12.push((var10[var14], var14))
    return var10",Dijkstra
203,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = min(var5)
        var5.remove((var6, var4))
        if var6 > var3[var4]:
            continue
        yield from ((var7, var3[var4] + var8) for var7, var8 in var1[var4].items() if var3[var7] > var3[var4] + var8)
        for var7, var8 in var1[var4].items():
            if var3[var7] > var3[var4] + var8:
                var3[var7] = var3[var4] + var8
                var5.append((var3[var7], var7))",Dijkstra
204,"from functools import reduce

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = list(var1.keys())
    return reduce(lambda var6, var4: {var7: min(var6[var7], var6[var4] + var1[var4].get(var7, float('inf'))) for var7 in var5}, var5, var3)",Dijkstra
205,"def var0(var1, var2):
    var3 = len(var1)
    var4 = [float('inf')] * var3
    var4[var2] = 0
    var5 = [False] * var3
    for var6 in range(var3):
        var7 = float('inf')
        var8 = -1
        for var9 in range(var3):
            if not var5[var9] and var4[var9] < var7:
                var7 = var4[var9]
                var8 = var9
        if var8 == -1:
            break
        var5[var8] = True
        for var9 in range(var3):
            if var1[var8][var9] != 0 and var4[var9] > var4[var8] + var1[var8][var9]:
                var4[var9] = var4[var8] + var1[var8][var9]
    return var4",Dijkstra
206,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = list(var1.keys())
    while var5:
        var6 = min(var5, key=var3.get)
        var5.remove(var6)
        for var7, var8 in var1[var6].items():
            var9 = var3[var6] + var8
            if var9 < var3[var7]:
                var3[var7] = var9
    return var3",Dijkstra
207,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var8 < 0:
                raise ValueError('Negative edge weights found')
            if var3[var7] > var3[var4] + var8:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))
    return var3",Dijkstra
208,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = min(var5)
        var5.remove((var6, var4))
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var3[var7] > var3[var4] + var8:
                var3[var7] = var3[var4] + var8
                var5.append((var3[var7], var7))
    var9 = {var4 for var4, var6 in var3.items() if var6 != float('inf')}
    return var3",Dijkstra
209,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2, 0)]
    var6 = set()
    while var5:
        var7, var4, var8 = heapq.heappop(var5)
        if (var4, var8) in var6:
            continue
        var6.add((var4, var8))
        if var7 > var3[var4]:
            continue
        for var9, var10 in var1[var4].items():
            if var3[var9] > var3[var4] + var10:
                var3[var9] = var3[var4] + var10
                heapq.heappush(var5, (var3[var9], var9, var8 + 1))
    return var3",Dijkstra
210,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = list(var1.keys())
    while True:
        var6 = float('inf')
        var7 = None
        for var4 in var5:
            if var3[var4] < var6:
                var6 = var3[var4]
                var7 = var4
        if var7 is None:
            break
        for var8, var9 in var1[var7].items():
            if var3[var8] > var3[var7] + var9:
                var3[var8] = var3[var7] + var9
    return var3",Dijkstra
211,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var3[var4] + var8 < var3[var7]:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))
    return var3",Dijkstra
212,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    var6 = set()
    while var5:
        var7, var4 = heapq.heappop(var5)
        if var4 in var6:
            continue
        var6.add(var4)
        for var8, var9 in var1[var4].items():
            if var3[var4] + var9 < var3[var8]:
                var3[var8] = var3[var4] + var9
                heapq.heappush(var5, (var3[var8], var8))
    return var3",Dijkstra
213,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        yield var3[var4]
        for var7, var8 in var1[var4].items():
            if var3[var4] + var8 < var3[var7]:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))",Dijkstra
214,"from functools import reduce

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = list(var1.keys())
    return reduce(lambda var6, var4: {var7: min(var6[var7], var6[var4] + var1[var4].get(var7, float('inf'))) for var7 in var5}, var5, var3)",Dijkstra
215,"import heapq

def var0(var1, var2):
    var3 = len(var1)
    var4 = [float('inf')] * var3
    var4[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var7 = heapq.heappop(var5)
        if var6 > var4[var7]:
            continue
        for var8 in range(var3):
            var9 = var1[var7][var8]
            if var9 > 0 and var4[var7] + var9 < var4[var8]:
                var4[var8] = var4[var7] + var9
                heapq.heappush(var5, (var4[var8], var8))
    return var4",Dijkstra
216,"class var0:

    def var1(var2):
        var2.heap = []

    def var3(var2, var4):
        var2.heap.append(var4)
        var2._heapify_up(len(var2.heap) - 1)

    def var5(var2):
        if not var2.heap:
            return None
        if len(var2.heap) == 1:
            return var2.heap.pop()
        var6 = var2.heap[0]
        var2.heap[0] = var2.heap.pop()
        var2._heapify_down(0)
        return var6

    def var7(var2, var8):
        while var8 > 0:
            var9 = (var8 - 1) // 2
            if var2.heap[var8][0] < var2.heap[var9][0]:
                var2.heap[var8], var2.heap[var9] = (var2.heap[var9], var2.heap[var8])
                var8 = var9
            else:
                break

    def var10(var2, var8):
        while True:
            var11 = 2 * var8 + 1
            var12 = 2 * var8 + 2
            var13 = var8
            if var11 < len(var2.heap) and var2.heap[var11][0] < var2.heap[var13][0]:
                var13 = var11
            if var12 < len(var2.heap) and var2.heap[var12][0] < var2.heap[var13][0]:
                var13 = var12
            if var13 != var8:
                var2.heap[var8], var2.heap[var13] = (var2.heap[var13], var2.heap[var8])
                var8 = var13
            else:
                break

def var14(var15, var16):
    var17 = {var18: float('inf') for var18 in var15}
    var17[var16] = 0
    var19 = var0()
    var19.push((0, var16))
    while not var19.heap:
        var20, var18 = var19.pop()
        if var20 > var17[var18]:
            continue
        for var21, var22 in var15[var18].items():
            if var17[var18] + var22 < var17[var21]:
                var17[var21] = var17[var18] + var22
                var19.push((var17[var21], var21))
    return var17",Dijkstra
217,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = set(var1.keys())
    while var5:
        var6 = None
        for var4 in var5:
            if var6 is None or var3[var4] < var3[var6]:
                var6 = var4
        if var6 is None:
            break
        var5.remove(var6)
        for var7, var8 in var1[var6].items():
            if var3[var6] + var8 < var3[var7]:
                var3[var7] = var3[var6] + var8
    return var3",Dijkstra
218,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    for var5 in range(len(var1)):
        for var4 in var1:
            for var6, var7 in var1[var4].items():
                if var3[var4] != float('inf') and var3[var4] + var7 < var3[var6]:
                    var3[var6] = var3[var4] + var7
    return var3",Dijkstra
219,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    for var4 in var1:
        if any((var5 < 0 for var5 in var1[var4].values())):
            raise ValueError('Negative edge weights not allowed')
    var6 = [(0, var2)]
    while var6:
        var7, var4 = var8.heappop(var6)
        if var7 > var3[var4]:
            continue
        for var9, var5 in var1[var4].items():
            if var3[var4] + var5 < var3[var9]:
                var3[var9] = var3[var4] + var5
                var8.heappush(var6, (var3[var9], var9))
    return var3",Dijkstra
220,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = var7.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var8, var9 in var1[var4].items():
            if var3[var4] + var9 < var3[var8]:
                var3[var8] = var3[var4] + var9
                var7.heappush(var5, (var3[var8], var8))
    var10 = {}
    for var4 in var1:
        if var3[var4] == float('inf'):
            var10[var4] = None
        else:
            var10[var4] = var3[var4]
    return var10",Dijkstra
221,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var3[var4] + var8 < var3[var7]:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))
    return var3",Dijkstra
222,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    var6 = set()
    while var5:
        var7, var4 = heapq.heappop(var5)
        if var4 in var6:
            continue
        var6.add(var4)
        for var8, var9 in var1[var4].items():
            if var3[var4] + var9 < var3[var8]:
                var3[var8] = var3[var4] + var9
                heapq.heappush(var5, (var3[var8], var8))
    return var3",Dijkstra
223,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        yield var3[var4]
        for var7, var8 in var1[var4].items():
            if var3[var4] + var8 < var3[var7]:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))",Dijkstra
224,"from functools import reduce

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = list(var1.keys())
    return reduce(lambda var6, var4: {var7: min(var6[var7], var6[var4] + var1[var4].get(var7, float('inf'))) for var7 in var5}, var5, var3)",Dijkstra
225,"import heapq

def var0(var1, var2):
    var3 = len(var1)
    var4 = [float('inf')] * var3
    var4[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var7 = heapq.heappop(var5)
        if var6 > var4[var7]:
            continue
        for var8 in range(var3):
            var9 = var1[var7][var8]
            if var9 > 0 and var4[var7] + var9 < var4[var8]:
                var4[var8] = var4[var7] + var9
                heapq.heappush(var5, (var4[var8], var8))
    return var4",Dijkstra
226,"class var0:

    def var1(var2):
        var2.heap = []

    def var3(var2, var4):
        var2.heap.append(var4)
        var2._heapify_up(len(var2.heap) - 1)

    def var5(var2):
        if not var2.heap:
            return None
        if len(var2.heap) == 1:
            return var2.heap.pop()
        var6 = var2.heap[0]
        var2.heap[0] = var2.heap.pop()
        var2._heapify_down(0)
        return var6

    def var7(var2, var8):
        while var8 > 0:
            var9 = (var8 - 1) // 2
            if var2.heap[var8][0] < var2.heap[var9][0]:
                var2.heap[var8], var2.heap[var9] = (var2.heap[var9], var2.heap[var8])
                var8 = var9
            else:
                break

    def var10(var2, var8):
        while True:
            var11 = 2 * var8 + 1
            var12 = 2 * var8 + 2
            var13 = var8
            if var11 < len(var2.heap) and var2.heap[var11][0] < var2.heap[var13][0]:
                var13 = var11
            if var12 < len(var2.heap) and var2.heap[var12][0] < var2.heap[var13][0]:
                var13 = var12
            if var13 != var8:
                var2.heap[var8], var2.heap[var13] = (var2.heap[var13], var2.heap[var8])
                var8 = var13
            else:
                break

def var14(var15, var16):
    var17 = {var18: float('inf') for var18 in var15}
    var17[var16] = 0
    var19 = var0()
    var19.push((0, var16))
    while not var19.heap:
        var20, var18 = var19.pop()
        if var20 > var17[var18]:
            continue
        for var21, var22 in var15[var18].items():
            if var17[var18] + var22 < var17[var21]:
                var17[var21] = var17[var18] + var22
                var19.push((var17[var21], var21))
    return var17",Dijkstra
227,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = set(var1.keys())
    while var5:
        var6 = None
        for var4 in var5:
            if var6 is None or var3[var4] < var3[var6]:
                var6 = var4
        if var6 is None:
            break
        var5.remove(var6)
        for var7, var8 in var1[var6].items():
            if var3[var6] + var8 < var3[var7]:
                var3[var7] = var3[var6] + var8
    return var3",Dijkstra
228,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    for var5 in range(len(var1)):
        for var4 in var1:
            for var6, var7 in var1[var4].items():
                if var3[var4] != float('inf') and var3[var4] + var7 < var3[var6]:
                    var3[var6] = var3[var4] + var7
    return var3",Dijkstra
229,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    for var4 in var1:
        if any((var5 < 0 for var5 in var1[var4].values())):
            raise ValueError('Negative edge weights not allowed')
    var6 = [(0, var2)]
    while var6:
        var7, var4 = var8.heappop(var6)
        if var7 > var3[var4]:
            continue
        for var9, var5 in var1[var4].items():
            if var3[var4] + var5 < var3[var9]:
                var3[var9] = var3[var4] + var5
                var8.heappush(var6, (var3[var9], var9))
    return var3",Dijkstra
230,"def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = var7.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var8, var9 in var1[var4].items():
            if var3[var4] + var9 < var3[var8]:
                var3[var8] = var3[var4] + var9
                var7.heappush(var5, (var3[var8], var8))
    var10 = {}
    for var4 in var1:
        if var3[var4] == float('inf'):
            var10[var4] = None
        else:
            var10[var4] = var3[var4]
    return var10",Dijkstra
231,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    while var5:
        var6, var4 = heapq.heappop(var5)
        if var6 > var3[var4]:
            continue
        for var7, var8 in var1[var4].items():
            if var3[var4] + var8 < var3[var7]:
                var3[var7] = var3[var4] + var8
                heapq.heappush(var5, (var3[var7], var7))
    return var3",Dijkstra
232,"import heapq

def var0(var1, var2):
    var3 = {var4: float('inf') for var4 in var1}
    var3[var2] = 0
    var5 = [(0, var2)]
    var6 = set()
    while var5:
        var7, var4 = heapq.heappop(var5)
        if var4 in var6:
            continue
        var6.add(var4)
        for var8, var9 in var1[var4].items():
            if var3[var4] + var9 < var3[var8]:
                var3[var8] = var3[var4] + var9
                heapq.heappush(var5, (var3[var8], var8))
    return var3",Dijkstra
