number,code,Type
270,"r_count, c_count = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(r_count)]
dp_table = [[0] * c_count for _ in range(r_count)]
dp_table[0][0] = matrix[0][0]
for i in range(r_count):
    for j in range(c_count):
        if i == 0 and j == 0:
            continue
        val_from_up = dp_table[i - 1][j] if i > 0 else float('-inf')
        val_from_left = dp_table[i][j - 1] if j > 0 else float('-inf')
        dp_table[i][j] = matrix[i][j] + max(val_from_up, val_from_left)
print(dp_table[r_count - 1][c_count - 1])",Turtle
271,"r, c = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(r)]
dp = [[0] * c for _ in range(r)]
path = [[''] * c for _ in range(r)]
dp[0][0] = grid[0][0]
path[0][0] = '0,0'
for i in range(r):
    for j in range(c):
        if i == 0 and j == 0:
            continue
        up = dp[i - 1][j] if i > 0 else float('-inf')
        left = dp[i][j - 1] if j > 0 else float('-inf')
        if up > left:
            dp[i][j] = up + grid[i][j]
            path[i][j] = path[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp[i][j] = left + grid[i][j]
            path[i][j] = path[i][j - 1] + '->' + str(i) + ',' + str(j)
print(dp[r - 1][c - 1])
print(path[r - 1][c - 1])",Turtle
272,"rows, cols = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(rows)]
memo = [[0] * cols for _ in range(rows)]
trace = [[''] * cols for _ in range(rows)]
memo[0][0] = matrix[0][0]
trace[0][0] = '0,0'
for i in range(rows):
    for j in range(cols):
        if i == 0 and j == 0:
            continue
        above = memo[i - 1][j] if i > 0 else float('-inf')
        before = memo[i][j - 1] if j > 0 else float('-inf')
        if above >= before:
            memo[i][j] = above + matrix[i][j]
            trace[i][j] = trace[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            memo[i][j] = before + matrix[i][j]
            trace[i][j] = trace[i][j - 1] + '->' + str(i) + ',' + str(j)
print(memo[rows - 1][cols - 1])
print(trace[rows - 1][cols - 1])",Turtle
273,"n, m = map(int, input().split())
arr = [list(map(int, input().split())) for _ in range(n)]
val = [[0] * m for _ in range(n)]
route = [[''] * m for _ in range(n)]
val[0][0] = arr[0][0]
route[0][0] = '0,0'
for i in range(n):
    for j in range(m):
        if i == 0 and j == 0:
            continue
        from_top = val[i - 1][j] if i > 0 else -float('inf')
        from_left = val[i][j - 1] if j > 0 else -float('inf')
        if from_top > from_left:
            val[i][j] = from_top + arr[i][j]
            route[i][j] = route[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            val[i][j] = from_left + arr[i][j]
            route[i][j] = route[i][j - 1] + '->' + str(i) + ',' + str(j)
print(val[n - 1][m - 1])
print(route[n - 1][m - 1])",Turtle
274,"a, b = map(int, input().split())
matrix_data = [list(map(int, input().split())) for _ in range(a)]
dp_table = [[0] * b for _ in range(a)]
track = [[''] * b for _ in range(a)]
dp_table[0][0] = matrix_data[0][0]
track[0][0] = '0,0'
for row in range(a):
    for col in range(b):
        if row == 0 and col == 0:
            continue
        up_val = dp_table[row - 1][col] if row > 0 else float('-inf')
        left_val = dp_table[row][col - 1] if col > 0 else float('-inf')
        if up_val >= left_val:
            dp_table[row][col] = up_val + matrix_data[row][col]
            track[row][col] = track[row - 1][col] + '->' + str(row) + ',' + str(col)
        else:
            dp_table[row][col] = left_val + matrix_data[row][col]
            track[row][col] = track[row][col - 1] + '->' + str(row) + ',' + str(col)
print(dp_table[a - 1][b - 1])
print(track[a - 1][b - 1])",Turtle
275,"rows, cols = map(int, input().split())
grid_data = [list(map(int, input().split())) for _ in range(rows)]
cache = [[0] * cols for _ in range(rows)]
location = [[''] * cols for _ in range(rows)]
cache[0][0] = grid_data[0][0]
location[0][0] = '0,0'
for i in range(rows):
    for j in range(cols):
        if i == 0 and j == 0:
            continue
        from_above = cache[i - 1][j] if i > 0 else float('-inf')
        from_left = cache[i][j - 1] if j > 0 else float('-inf')
        if from_above > from_left:
            cache[i][j] = from_above + grid_data[i][j]
            location[i][j] = location[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            cache[i][j] = from_left + grid_data[i][j]
            location[i][j] = location[i][j - 1] + '->' + str(i) + ',' + str(j)
print(cache[rows - 1][cols - 1])
print(location[rows - 1][cols - 1])",Turtle
276,"num_rows, num_cols = map(int, input().split())
data = [list(map(int, input().split())) for _ in range(num_rows)]
dp_arr = [[0] * num_cols for _ in range(num_rows)]
path_arr = [[''] * num_cols for _ in range(num_rows)]
dp_arr[0][0] = data[0][0]
path_arr[0][0] = '0,0'
for i in range(num_rows):
    for j in range(num_cols):
        if i == 0 and j == 0:
            continue
        top_val = dp_arr[i - 1][j] if i > 0 else float('-inf')
        left_val = dp_arr[i][j - 1] if j > 0 else float('-inf')
        if top_val > left_val:
            dp_arr[i][j] = top_val + data[i][j]
            path_arr[i][j] = path_arr[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp_arr[i][j] = left_val + data[i][j]
            path_arr[i][j] = path_arr[i][j - 1] + '->' + str(i) + ',' + str(j)
print(dp_arr[num_rows - 1][num_cols - 1])
print(path_arr[num_rows - 1][num_cols - 1])",Turtle
277,"r_count, c_count = map(int, input().split())
grid_vals = [list(map(int, input().split())) for _ in range(r_count)]
dp_table = [[0] * c_count for _ in range(r_count)]
path_str = [[''] * c_count for _ in range(r_count)]
dp_table[0][0] = grid_vals[0][0]
path_str[0][0] = '0,0'
for i in range(r_count):
    for j in range(c_count):
        if i == 0 and j == 0:
            continue
        from_up = dp_table[i - 1][j] if i > 0 else float('-inf')
        from_left = dp_table[i][j - 1] if j > 0 else float('-inf')
        if from_up >= from_left:
            dp_table[i][j] = from_up + grid_vals[i][j]
            path_str[i][j] = path_str[i - 1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp_table[i][j] = from_left + grid_vals[i][j]
            path_str[i][j] = path_str[i][j - 1] + '->' + str(i) + ',' + str(j)
print(dp_table[r_count - 1][c_count - 1])
print(path_str[r_count - 1][c_count - 1])",Turtle
278,"n_rows, n_cols = map(int, input().split())
values = [list(map(int, input().split())) for _ in range(n_rows)]
d = [[0] * n_cols for _ in range(n_rows)]
p = [[''] * n_cols for _ in range(n_rows)]
d[0][0] = values[0][0]
p[0][0] = '0,0'
for i in range(n_rows):
    for j in range(n_cols):
        if i == 0 and j == 0:
            continue
        up = d[i-1][j] if i > 0 else -float('inf')
        left = d[i][j-1] if j > 0 else -float('inf')
        if up > left:
            d[i][j] = up + values[i][j]
            p[i][j] = p[i-1][j] + '->' + str(i) + ',' + str(j)
        else:
            d[i][j] = left + values[i][j]
            p[i][j] = p[i][j-1] + '->' + str(i) + ',' + str(j)
print(d[n_rows-1][n_cols-1])
print(p[n_rows-1][n_cols-1])",Turtle
279,"row_count, col_count = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(row_count)]
dp_matrix = [[0] * col_count for _ in range(row_count)]
path_string = [[''] * col_count for _ in range(row_count)]
dp_matrix[0][0] = matrix[0][0]
path_string[0][0] = '0,0'
for i in range(row_count):
    for j in range(col_count):
        if i == 0 and j == 0:
            continue
        from_top = dp_matrix[i-1][j] if i > 0 else float('-inf')
        from_left = dp_matrix[i][j-1] if j > 0 else float('-inf')
        if from_top > from_left:
            dp_matrix[i][j] = from_top + matrix[i][j]
            path_string[i][j] = path_string[i-1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp_matrix[i][j] = from_left + matrix[i][j]
            path_string[i][j] = path_string[i][j-1] + '->' + str(i) + ',' + str(j)
print(dp_matrix[row_count-1][col_count-1])
print(path_string[row_count-1][col_count-1])",Turtle
280,"m, n = map(int, input().split())
grid_vals = [list(map(int, input().split())) for _ in range(m)]
dp_array = [[0] * n for _ in range(m)]
path_history = [[''] * n for _ in range(m)]
dp_array[0][0] = grid_vals[0][0]
path_history[0][0] = '0,0'
for i in range(m):
    for j in range(n):
        if i == 0 and j == 0:
            continue
        up_val = dp_array[i-1][j] if i > 0 else float('-inf')
        left_val = dp_array[i][j-1] if j > 0 else float('-inf')
        if up_val > left_val:
            dp_array[i][j] = up_val + grid_vals[i][j]
            path_history[i][j] = path_history[i-1][j] + '->' + str(i) + ',' + str(j)
        else:
            dp_array[i][j] = left_val + grid_vals[i][j]
            path_history[i][j] = path_history[i][j-1] + '->' + str(i) + ',' + str(j)
print(dp_array[m-1][n-1])
print(path_history[m-1][n-1])",Turtle
281,"r, c = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(r)]
dp = [[0] * c for _ in range(r)]
path = [[''] * c for _ in range(r)]
dp[0][0] = grid[0][0]
for i in range(1, r):
    dp[i][0] = dp[i - 1][0] + grid[i][0]
    path[i][0] = path[i - 1][0] + 'D'
for j in range(1, c):
    dp[0][j] = dp[0][j - 1] + grid[0][j]
    path[0][j] = path[0][j - 1] + 'R'
for i in range(1, r):
    for j in range(1, c):
        if dp[i - 1][j] > dp[i][j - 1]:
            dp[i][j] = dp[i - 1][j] + grid[i][j]
            path[i][j] = path[i - 1][j] + 'D'
        else:
            dp[i][j] = dp[i][j - 1] + grid[i][j]
            path[i][j] = path[i][j - 1] + 'R'
print(dp[r - 1][c - 1])
print(path[r - 1][c - 1])",Turtle
282,"rows, cols = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(rows)]
memo = {}
route = {}
def solve(x, y):
    if (x, y) in memo:
        return memo[(x, y)]
    if x == 0 and y == 0:
        return matrix[x][y]
    up = 0
    left = 0
    if x > 0:
        up = solve(x - 1, y)
    if y > 0:
        left = solve(x, y - 1)
    if up > left:
        memo[(x, y)] = matrix[x][y] + up
        route[(x, y)] = 'D'
    else:
        memo[(x, y)] = matrix[x][y] + left
        route[(x, y)] = 'R'
    return memo[(x, y)]
result = solve(rows - 1, cols - 1)
path = ''
x, y = rows - 1, cols - 1
while x > 0 or y > 0:
    path = route[(x, y)] + path
    if route[(x, y)] == 'D':
        x -= 1
    else:
        y -= 1
print(result)
print(path)",Turtle
283,"a, b = map(int, input().split())
square = [list(map(int, input().split())) for _ in range(a)]
dp_table = [[0] * b for _ in range(a)]
track = [[''] * b for _ in range(a)]
dp_table[0][0] = square[0][0]
for i in range(1, a):
    dp_table[i][0] = dp_table[i - 1][0] + square[i][0]
    track[i][0] = track[i - 1][0] + 'D'
for j in range(1, b):
    dp_table[0][j] = dp_table[0][j - 1] + square[0][j]
    track[0][j] = track[0][j - 1] + 'R'
for i in range(1, a):
    for j in range(1, b):
        if dp_table[i - 1][j] >= dp_table[i][j - 1]:
            dp_table[i][j] = dp_table[i - 1][j] + square[i][j]
            track[i][j] = track[i - 1][j] + 'D'
        else:
            dp_table[i][j] = dp_table[i][j - 1] + square[i][j]
            track[i][j] = track[i][j - 1] + 'R'
print(dp_table[a - 1][b - 1])
print(track[a - 1][b - 1])",Turtle
284,"n, m = map(int, input().split())
nums = [list(map(int, input().split())) for _ in range(n)]
dp_arr = [[0] * m for _ in range(n)]
moves = [[''] * m for _ in range(n)]
dp_arr[0][0] = nums[0][0]
for i in range(1, n):
    dp_arr[i][0] = dp_arr[i - 1][0] + nums[i][0]
    moves[i][0] = moves[i - 1][0] + 'D'
for j in range(1, m):
    dp_arr[0][j] = dp_arr[0][j - 1] + nums[0][j]
    moves[0][j] = moves[0][j - 1] + 'R'
for i in range(1, n):
    for j in range(1, m):
        if dp_arr[i - 1][j] > dp_arr[i][j - 1]:
            dp_arr[i][j] = dp_arr[i - 1][j] + nums[i][j]
            moves[i][j] = moves[i - 1][j] + 'D'
        else:
            dp_arr[i][j] = dp_arr[i][j - 1] + nums[i][j]
            moves[i][j] = moves[i][j - 1] + 'R'
print(dp_arr[n - 1][m - 1])
print(moves[n - 1][m - 1])",Turtle
285,"rows, cols = map(int, input().split())
values = [list(map(int, input().split())) for _ in range(rows)]
table = [[0 for _ in range(cols)] for _ in range(rows)]
directions = [['' for _ in range(cols)] for _ in range(rows)]
table[0][0] = values[0][0]
for i in range(1, rows):
    table[i][0] = table[i-1][0] + values[i][0]
    directions[i][0] = directions[i-1][0] + 'D'
for j in range(1, cols):
    table[0][j] = table[0][j-1] + values[0][j]
    directions[0][j] = directions[0][j-1] + 'R'
for i in range(1, rows):
    for j in range(1, cols):
        if table[i-1][j] >= table[i][j-1]:
            table[i][j] = table[i-1][j] + values[i][j]
            directions[i][j] = directions[i-1][j] + 'D'
        else:
            table[i][j] = table[i][j-1] + values[i][j]
            directions[i][j] = directions[i][j-1] + 'R'
print(table[rows-1][cols-1])
print(directions[rows-1][cols-1])",Turtle
286,"x_dim, y_dim = map(int, input().split())
matrix = [[int(x) for x in input().split()] for _ in range(x_dim)]
dp = [[0] * y_dim for _ in range(x_dim)]
path_str = [[''] * y_dim for _ in range(x_dim)]
dp[0][0] = matrix[0][0]
for i in range(1, x_dim):
    dp[i][0] = dp[i - 1][0] + matrix[i][0]
    path_str[i][0] = path_str[i - 1][0] + 'D'
for j in range(1, y_dim):
    dp[0][j] = dp[0][j - 1] + matrix[0][j]
    path_str[0][j] = path_str[0][j - 1] + 'R'
for i in range(1, x_dim):
    for j in range(1, y_dim):
        if dp[i - 1][j] > dp[i][j - 1]:
            dp[i][j] = dp[i - 1][j] + matrix[i][j]
            path_str[i][j] = path_str[i - 1][j] + 'D'
        else:
            dp[i][j] = dp[i][j - 1] + matrix[i][j]
            path_str[i][j] = path_str[i][j - 1] + 'R'
print(dp[x_dim - 1][y_dim - 1])
print(path_str[x_dim - 1][y_dim - 1])",Turtle
287,"n_rows, n_cols = map(int, input().split())
arr = [list(map(int, input().split())) for _ in range(n_rows)]
max_sum = [[0] * n_cols for _ in range(n_rows)]
direction = [[''] * n_cols for _ in range(n_rows)]
max_sum[0][0] = arr[0][0]
for i in range(1, n_rows):
    max_sum[i][0] = max_sum[i - 1][0] + arr[i][0]
    direction[i][0] = direction[i - 1][0] + 'D'
for j in range(1, n_cols):
    max_sum[0][j] = max_sum[0][j - 1] + arr[0][j]
    direction[0][j] = direction[0][j - 1] + 'R'
for i in range(1, n_rows):
    for j in range(1, n_cols):
        if max_sum[i - 1][j] > max_sum[i][j - 1]:
            max_sum[i][j] = max_sum[i - 1][j] + arr[i][j]
            direction[i][j] = direction[i - 1][j] + 'D'
        else:
            max_sum[i][j] = max_sum[i][j - 1] + arr[i][j]
            direction[i][j] = direction[i][j - 1] + 'R'
print(max_sum[n_rows - 1][n_cols - 1])
print(direction[n_rows - 1][n_cols - 1])",Turtle
288,"row_size, col_size = map(int, input().split())
data = [list(map(int, input().split())) for _ in range(row_size)]
dp_table = [[0] * col_size for _ in range(row_size)]
path_taken = [[''] * col_size for _ in range(row_size)]
dp_table[0][0] = data[0][0]
for i in range(1, row_size):
    dp_table[i][0] = dp_table[i - 1][0] + data[i][0]
    path_taken[i][0] = path_taken[i - 1][0] + 'D'
for j in range(1, col_size):
    dp_table[0][j] = dp_table[0][j - 1] + data[0][j]
    path_taken[0][j] = path_taken[0][j - 1] + 'R'
for i in range(1, row_size):
    for j in range(1, col_size):
        if dp_table[i - 1][j] >= dp_table[i][j - 1]:
            dp_table[i][j] = dp_table[i - 1][j] + data[i][j]
            path_taken[i][j] = path_taken[i - 1][j] + 'D'
        else:
            dp_table[i][j] = dp_table[i][j - 1] + data[i][j]
            path_taken[i][j] = path_taken[i][j - 1] + 'R'
print(dp_table[row_size - 1][col_size - 1])
print(path_taken[row_size - 1][col_size - 1])",Turtle
289,"m, n = map(int, input().split())
grid_data = [list(map(int, input().split())) for _ in range(m)]
dp_values = [[0] * n for _ in range(m)]
path_str = [[''] * n for _ in range(m)]
dp_values[0][0] = grid_data[0][0]
for i in range(1, m):
    dp_values[i][0] = dp_values[i - 1][0] + grid_data[i][0]
    path_str[i][0] = path_str[i - 1][0] + 'D'
for j in range(1, n):
    dp_values[0][j] = dp_values[0][j - 1] + grid_data[0][j]
    path_str[0][j] = path_str[0][j - 1] + 'R'
for i in range(1, m):
    for j in range(1, n):
        if dp_values[i - 1][j] > dp_values[i][j - 1]:
            dp_values[i][j] = dp_values[i - 1][j] + grid_data[i][j]
            path_str[i][j] = path_str[i - 1][j] + 'D'
        else:
            dp_values[i][j] = dp_values[i][j - 1] + grid_data[i][j]
            path_str[i][j] = path_str[i][j - 1] + 'R'
print(dp_values[m - 1][n - 1])
print(path_str[m - 1][n - 1])",Turtle
290,"height, width = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(height)]
dynamic_table = [[0] * width for _ in range(height)]
route_path = [[''] * width for _ in range(height)]
dynamic_table[0][0] = matrix[0][0]
for i in range(1, height):
    dynamic_table[i][0] = dynamic_table[i - 1][0] + matrix[i][0]
    route_path[i][0] = route_path[i - 1][0] + 'D'
for j in range(1, width):
    dynamic_table[0][j] = dynamic_table[0][j - 1] + matrix[0][j]
    route_path[0][j] = route_path[0][j - 1] + 'R'
for i in range(1, height):
    for j in range(1, width):
        if dynamic_table[i - 1][j] >= dynamic_table[i][j - 1]:
            dynamic_table[i][j] = dynamic_table[i - 1][j] + matrix[i][j]
            route_path[i][j] = route_path[i - 1][j] + 'D'
        else:
            dynamic_table[i][j] = dynamic_table[i][j - 1] + matrix[i][j]
            route_path[i][j] = route_path[i][j - 1] + 'R'
print(dynamic_table[height - 1][width - 1])
print(route_path[height - 1][width - 1])",Turtle
291,"r, c = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(r)]
dp = [[0] * c for _ in range(r)]
path = [[''] * c for _ in range(r)]
dp[0][0] = grid[0][0]
path[0][0] = 'A00'
for i in range(r):
    for j in range(c):
        if i == 0 and j == 0:
            continue
        up = dp[i - 1][j] if i > 0 else float('-inf')
        left = dp[i][j - 1] if j > 0 else float('-inf')
        if up > left:
            dp[i][j] = up + grid[i][j]
            path[i][j] = path[i - 1][j] + f'D{i}{j}'
        else:
            dp[i][j] = left + grid[i][j]
            path[i][j] = path[i][j - 1] + f'R{i}{j}'
print(dp[r - 1][c - 1])
print(path[r - 1][c - 1])",Turtle
292,"rows, cols = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(rows)]
memo = {}
def solve(i, j):
    if (i, j) in memo:
        return memo[(i, j)]
    if i == 0 and j == 0:
        return matrix[i][j], 'A00'
    max_sum = float('-inf')
    best_path = ''
    if i > 0:
        up_sum, up_path = solve(i - 1, j)
        if up_sum + matrix[i][j] > max_sum:
            max_sum = up_sum + matrix[i][j]
            best_path = up_path + f'D{i}{j}'
    if j > 0:
        left_sum, left_path = solve(i, j - 1)
        if left_sum + matrix[i][j] > max_sum:
            max_sum = left_sum + matrix[i][j]
            best_path = left_path + f'R{i}{j}'
    memo[(i, j)] = (max_sum, best_path)
    return max_sum, best_path
result, route = solve(rows - 1, cols - 1)
print(result)
print(route)",Turtle
293,"n, m = map(int, input().split())
board = [list(map(int, input().split())) for _ in range(n)]
dp_table = [[0 for _ in range(m)] for _ in range(n)]
path_tracker = [['' for _ in range(m)] for _ in range(n)]
dp_table[0][0] = board[0][0]
path_tracker[0][0] = 'A00'
for i in range(n):
    for j in range(m):
        if i == 0 and j == 0:
            continue
        val1 = float('-inf')
        val2 = float('-inf')
        path1 = ''
        path2 = ''
        if i > 0:
            val1 = dp_table[i - 1][j]
            path1 = path_tracker[i - 1][j]
        if j > 0:
            val2 = dp_table[i][j - 1]
            path2 = path_tracker[i][j - 1]
        if val1 >= val2:
            dp_table[i][j] = val1 + board[i][j]
            path_tracker[i][j] = path1 + f'D{i}{j}'
        else:
            dp_table[i][j] = val2 + board[i][j]
            path_tracker[i][j] = path2 + f'R{i}{j}'
print(dp_table[n - 1][m - 1])
print(path_tracker[n - 1][m - 1])",Turtle
294,"rows, cols = map(int, input().split())
matrix = [list(map(int, input().split())) for _ in range(rows)]
dp = [[0] * cols for _ in range(rows)]
path = [[''] * cols for _ in range(rows)]
for i in range(rows):
    for j in range(cols):
        if i == 0 and j == 0:
            dp[i][j] = matrix[i][j]
            path[i][j] = 'A00'
        else:
            up = dp[i-1][j] if i > 0 else float('-inf')
            left = dp[i][j-1] if j > 0 else float('-inf')
            if up > left:
                dp[i][j] = up + matrix[i][j]
                path[i][j] = path[i-1][j] + f'D{i}{j}'
            else:
                dp[i][j] = left + matrix[i][j]
                path[i][j] = path[i][j-1] + f'R{i}{j}'
print(dp[rows-1][cols-1])
print(path[rows-1][cols-1])",Turtle
295,"n, m = map(int, input().split())
grid_data = [list(map(int, input().split())) for _ in range(n)]
dp_values = [[0] * m for _ in range(n)]
dp_paths = [[''] * m for _ in range(n)]
dp_values[0][0] = grid_data[0][0]
dp_paths[0][0] = 'A00'
for row in range(n):
    for col in range(m):
        if row == 0 and col == 0:
            continue
        max_val = float('-inf')
        best_path = ''
        if row > 0:
            if dp_values[row - 1][col] + grid_data[row][col] > max_val:
                max_val = dp_values[row - 1][col] + grid_data[row][col]
                best_path = dp_paths[row - 1][col] + f'D{row}{col}'
        if col > 0:
            if dp_values[row][col - 1] + grid_data[row][col] > max_val:
                max_val = dp_values[row][col - 1] + grid_data[row][col]
                best_path = dp_paths[row][col - 1] + f'R{row}{col}'
        dp_values[row][col] = max_val
        dp_paths[row][col] = best_path
print(dp_values[n - 1][m - 1])
print(dp_paths[n - 1][m - 1])",Turtle
296,"r_count, c_count = map(int, input().split())
grid_data = [list(map(int, input().split())) for _ in range(r_count)]
dp_table = [[0] * c_count for _ in range(r_count)]
path_string = [[''] * c_count for _ in range(r_count)]
dp_table[0][0] = grid_data[0][0]
path_string[0][0] = 'A00'
for i in range(r_count):
    for j in range(c_count):
        if i == 0 and j == 0:
            continue
        upper = float('-inf')
        left = float('-inf')
        upper_path = """"
        left_path = """"
        if i > 0:
            upper = dp_table[i - 1][j]
            upper_path = path_string[i - 1][j]
        if j > 0:
            left = dp_table[i][j - 1]
            left_path = path_string[i][j - 1]
        if upper > left:
            dp_table[i][j] = upper + grid_data[i][j]
            path_string[i][j] = upper_path + f""D{i}{j}""
        else:
            dp_table[i][j] = left + grid_data[i][j]
            path_string[i][j] = left_path + f""R{i}{j}""
print(dp_table[r_count - 1][c_count - 1])
print(path_string[r_count - 1][c_count - 1])",Turtle
297,"rows, cols = map(int, input().split())
arr = [list(map(int, input().split())) for _ in range(rows)]
dp = [[0 for _ in range(cols)] for _ in range(rows)]
path_str = [['' for _ in range(cols)] for _ in range(rows)]
dp[0][0] = arr[0][0]
path_str[0][0] = 'A00'
for i in range(rows):
    for j in range(cols):
        if i == 0 and j == 0:
            continue
        max_sum = float('-inf')
        move_path = ''
        if i > 0:
            if dp[i-1][j] + arr[i][j] > max_sum:
                max_sum = dp[i-1][j] + arr[i][j]
                move_path = path_str[i-1][j] + f'D{i}{j}'
        if j > 0:
            if dp[i][j-1] + arr[i][j] > max_sum:
                max_sum = dp[i][j-1] + arr[i][j]
                move_path = path_str[i][j-1] + f'R{i}{j}'
        dp[i][j] = max_sum
        path_str[i][j] = move_path
print(dp[rows-1][cols-1])
print(path_str[rows-1][cols-1])",Turtle
298,"row_num, col_num = map(int, input().split())
grid = [list(map(int, input().split())) for _ in range(row_num)]
dp_table = [[0] * col_num for _ in range(row_num)]
path_str = [[''] * col_num for _ in range(row_num)]
dp_table[0][0] = grid[0][0]
path_str[0][0] = 'A00'
for i in range(row_num):
    for j in range(col_num):
        if i == 0 and j == 0:
            continue
        val_from_up = float('-inf')
        val_from_left = float('-inf')
        path_from_up = ''
        path_from_left = ''
        if i > 0:
            val_from_up = dp_table[i - 1][j]
            path_from_up = path_str[i - 1][j]
        if j > 0:
            val_from_left = dp_table[i][j - 1]
            path_from_left = path_str[i][j - 1]
        if val_from_up > val_from_left:
            dp_table[i][j] = val_from_up + grid[i][j]
            path_str[i][j] = path_from_up + f""D{i}{j}""
        else:
            dp_table[i][j] = val_from_left + grid[i][j]
            path_str[i][j] = path_from_left + f""R{i}{j}""
print(dp_table[row_num - 1][col_num - 1])
print(path_str[row_num - 1][col_num - 1])",Turtle
299,"row_count, col_count = map(int, input().split())
grid_matrix = [list(map(int, input().split())) for _ in range(row_count)]
dp_array = [[0 for _ in range(col_count)] for _ in range(row_count)]
path_string = [['' for _ in range(col_count)] for _ in range(row_count)]
dp_array[0][0] = grid_matrix[0][0]
path_string[0][0] = 'A00'
for i in range(row_count):
    for j in range(col_count):
        if i == 0 and j == 0:
            continue
        up_val = float('-inf')
        left_val = float('-inf')
        up_path = ''
        left_path = ''
        if i > 0:
            up_val = dp_array[i-1][j]
            up_path = path_string[i-1][j]
        if j > 0:
            left_val = dp_array[i][j-1]
            left_path = path_string[i][j-1]
        if up_val > left_val:
            dp_array[i][j] = up_val + grid_matrix[i][j]
            path_string[i][j] = up_path + f""D{i}{j}""
        else:
            dp_array[i][j] = left_val + grid_matrix[i][j]
            path_string[i][j] = left_path + f""R{i}{j}""
print(dp_array[row_count-1][col_count-1])
print(path_string[row_count-1][col_count-1])",Turtle
300,"r_size, c_size = map(int, input().split())
grid_values = [list(map(int, input().split())) for _ in range(r_size)]
dp_values = [[0] * c_size for _ in range(r_size)]
str_path = [[''] * c_size for _ in range(r_size)]
dp_values[0][0] = grid_values[0][0]
str_path[0][0] = 'A00'
for i in range(r_size):
    for j in range(c_size):
        if i == 0 and j == 0:
            continue
        top_val = float('-inf')
        left_val = float('-inf')
        top_path = ''
        left_path = ''
        if i > 0:
            top_val = dp_values[i - 1][j]
            top_path = str_path[i - 1][j]
        if j > 0:
            left_val = dp_values[i][j - 1]
            left_path = str_path[i][j - 1]
        if top_val > left_val:
            dp_values[i][j] = top_val + grid_values[i][j]
            str_path[i][j] = top_path + f'D{i}{j}'
        else:
            dp_values[i][j] = left_val + grid_values[i][j]
            str_path[i][j] = left_path + f'R{i}{j}'
print(dp_values[r_size - 1][c_size - 1])
print(str_path[r_size - 1][c_size - 1])",Turtle
301,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
302,"def dfs_iterative_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
303,"def dfs_generator_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            yield vertex
            yield from dfs_generator_adj_list(graph, neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
304,"def dfs_recursive_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    for neighbor in range(len(graph)):
        if graph[start][neighbor] == 1 and not visited[neighbor]:
            dfs_recursive_adj_matrix(graph, neighbor, visited)",DFS
305,"def dfs_iterative_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
306,"from functools import reduce
def dfs_functional_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    neighbors = graph[start]
    unvisited_neighbors = [n for n in neighbors if n not in visited]
    return reduce(lambda acc, n: dfs_functional_adj_list(graph, n, acc), unvisited_neighbors, visited)",DFS
307,"def dfs_recursive_adj_list_edgecase(graph, start, visited=None):
    if not graph or start not in graph: return
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited and neighbor in graph:
            dfs_recursive_adj_list_edgecase(graph, neighbor, visited)",DFS
